source	time	person	location	organization	miscellaneous
esquire	2013-02-18T09:30:00	dan kennedy|rick perlstein|scarborough|joe scarborough|aaron copland|john mccain|paul krugman|gregory|squint|nixon|lovely|rachel|review	benghazi|dick	disco dave|morning zoo|the stupid sauce|morning joe|disco dance party|fiorina|clean getaway|our national dialogue|times|the new york times book review|fanbelt for the common man|southern strategy and count the jews|msnbc	tv|royko|dancin ' master
esquire	2013-02-15T16:30:00	jesus|lamar smith	stonehenge|russia|agamemnon	house science committee|permanent musical accompaniment|this post from the blog|most awesome man on television	sphinx|canadian|breitbart
esquire	2013-02-15T12:05:00	stalin|leo x|leo|john paul|martin luther|franco origlia|benedict|liberace|garry wills|hitler|parkinson|holy spirit|maggie gallagher|noonan|karol wojtyla|benedict xvi|james porter	vatican|purgatory	lover man|divine truth|getty images it|catholic encyclopedia|people of god|thousand yard stare of our lady of the dolphins|council fathers	church Îã|catholic|church|nazis|franciscan|medici
esquire	2013-02-15T10:15:00	alex wong|marty baron|chuck hagel|hagel|david broder|chris|chris cillizza	boston globe	post|the washington post|getty images news when	gop senate|smokies
esquire	2013-02-15T09:50:00	lapierre|new republic|wayne|george wallace|tanenhaus|rick perlstein|wayne lapierre|chris hughes|wayne emmerich|stephen glass|sam tanenhaus	guatemala|central america	nra|al qaeda|facebook fb	singer midget
esquire	2013-02-14T16:30:00	harry reid|chuck hagel|john mccain|hagel|lindsey graham	benghazi|breitbart	marble coffin and pantograph|secretary of defense|washington free beacon|tiger beat	american-arab anti-discrimination league
esquire	2013-02-14T09:45:00	panetta|leon panetta	pentagon|kansas city|langley|iraq	the troops	god bless america
esquire	2013-02-14T00:30:00	pope benedict|chris jansing|bozell|alex gibney|gibney|benedict|brent bozell|e.r. chamberlin|pius x	antarctica|ireland|canada|peru|peter|mexico|kenya|tanzania|new zealand|argentina|brazil|alban hills|rome|australia|germany|france|philippines|austria	clan of the red beanie|catholic encyclopedia|Î¾ chair of peter|the newsbusters|code of canon law|holy spirit	church|newsbuster
esquire	2013-02-13T17:12:00	phil bronstein	d.c.|capitol hill	senate and house|state of the union|getty images yesterday|special operations forces	the shooter|capitol
esquire	2013-02-13T16:15:00	garry wills|bill donahue|paul|chris jansing|john paul|john xii|lucy|wills|jansing|benedict xvi|charlie brown	milwaukee|vatican city|peter|lateran palace	clan of the red beanie|poor clares|catholic encyclopedia|the new york times|tv|holy spirit|epistle to the hebrews|rome decides|chair of peter|msnbc	hebrews|american tv
esquire	2013-02-13T15:45:00	george kling|shishmaref	alaska|chukchi sea|arctic|earth|cape cod	national academy of science|university of michigan	pacific
esquire	2013-02-13T13:15:00	robert benton|marble|philip bosco|niederhauser	utah|breitbart	fool|mighty wurlitzer	kenyan
esquire	2013-02-13T10:52:00	john boehner|joe lieberman|mitt romney|george jones|isaac asimov|marco rubio|john mccain|truman|harry truman	easter island	state of the union|obama presidency|house of representatives|do nothing congress	newtown
esquire	2013-02-12T17:30:00	marco rubio	jindalesque|new york|mississippi	department of justice|original weaselspeak	violence against women act|indian
esquire	2013-02-12T16:30:00	senator tupac|david brooks|ezra klein|george w. bush|scott storms|mitch daniels|duke|david lott hardy|mike pence|storms|daniels|willard romney	indiana|jonestown|iurc|florida	fbi|purdue university|daniels administration|planned parenthood|next big thing|avignon presidency	edwardsport
esquire	2013-02-12T12:10:00	munir uz zaman|getty published	afghanistan	marine corps	marine
esquire	2013-02-12T11:30:00	james woods|aloisio riccio|renaissance faire|pius ix|gene lyons|bishop fitzgerald	little rock|cajazzo|sicily|arkansas	bishop luigi|church|catholic church|catholic rome|first vatican council	german|catholics|vatican|franco-prussian war
esquire	2013-02-12T08:45:00	cokie roberts|michael steele|joe scarborough|mark halperin|chait|michael|krugman|paul krugman|jonathan chait|squint|cokie|mika|smart	europe	state of the union|tiger beat on the potomac|nbc news|gop|international monetary fund|council on foreign relations|green room|msnbc	medicare
esquire	2013-02-12T07:15:00	finley peter dunne|mr. dooley|west	tucson|eysther bay	hennessy	englishman
esquire	2013-02-11T20:00:00	james madison	western|atlantic	federalist	union
esquire	2013-02-11T19:00:00	osama|holy|phil bronstein	milwaukee|afghanistan|new york	interview >|seals|man who killed osama|seal|seal team|video based|witness protection program|center for investigative reporting	pakistanis|navy
esquire	2013-02-11T16:30:00	abraham lincoln|lincoln|truman|lord|john yoo|clement vallandigham|jennifer|sherman|dowager empress|fred hiatt|john brennan|harry s. truman|rubin|brennan	japan|afghanistan	wrong|supreme court	union|cia|south|sea|constitution
esquire	2013-02-11T15:15:00	wayne lapierre	wilmington|king street	vawa|heritage foundation|violence against women act|new castle county court of common pleas|heritage|heritage action	matusiewicz|christmas|capitol
esquire	2013-02-11T14:34:00	kenny|cardinal roger m. mahony|charles murray|john garvey|mahony|garvey|andrea mitchell|sam harris|enda kenny|nero|george weigel|weigel	ireland|los angeles	catholic university|banana republic|msnbc	official vatican expert|church|catholics|irish
esquire	2013-02-11T08:50:00	pius xii|napoleon|pope celestine v.|john paul|roman emperor henry|john paul ii|benedict|celestine|pope benedict|parkinson|gregory|benedict ix|benedict xvi|antipope benedict|pope gregory xii	europe|morrone	nazis|pietro	german|cold war
esquire	2013-02-09T16:30:00	bill|jim cantore|patrick|deval patrick	charlotte|massachusetts	commonwealth|the weather channel|blizzard of|really big snowstorm|boston common	democratic national convention
esquire	2013-02-08T17:15:00	memphis|forrest|alex collins|jim cantore|katherine blaylock|bill kristol|deval patrick|blaylock|mel kiper	new england|shrewsbury|worcester|massachusetts	the onion|commonwealth|permanent musical Î¾ accompaniment to the last post of the week from the blog|local tv|both sides|buy|not my fault	klan|superman|racine|canadian|french|drc
esquire	2013-02-08T13:45:00	fred upton|al gore|kerry|john kerry|upton	michigan|north dakota|canada|texas|state|web|vancouver|nebraska|china	jazeera|keystone xl|house energy and commerce committee|great sad	bakken|canadians|debunked bullshit
esquire	2013-02-08T12:30:00	cindy adams|swartz|george h.w. bush|bradley manning|augustus|brit hume|aaron swartz|brit|jim nantz	kennebunkport	new york post	out there
esquire	2013-02-08T08:00:00	alex gibney|e.j. dionne	milwaukee|new york|dolan	hobby lobby|department of justice|clan of the red beanie|hbo|clan|united for religious freedom|usccb administrative committee|chair of peter	catholic|presbyterian|roman catholic
esquire	2013-02-08T07:00:00	mike rawlings|david mccullough|john f. kennedy|glee club|kennedy	dallas|dealey plaza	u.s. naval academy men	pulitzer prize-winning|navy
esquire	2013-02-07T10:45:00	sarah palin|todd akin|mario tama|dick morris|richard mourdock	brooklyn bridge|florida|fox news	getty images over|tiger beat on the potomac|michigan state legislature|behind the curtain	medicaid
esquire	2013-02-07T09:40:00	declan walsh|hafiz muhammad saeed|saeed	mumbai|pakistan	times|Î¾ times|lashkar-e-taiba	twitter
esquire	2013-02-06T16:15:00	gabriel gomez|ron kaufman|dan winslow|scott brown|fall river|winslow|gomez|john kerry	norfolk|massachusetts	mark of romney|commonwealth	navy
esquire	2013-02-06T10:35:00	scott|charlie crist|rick scott|lenny curry|crist|barack obama	florida	sunshine state|governor batboy|the politics blog|photo illustration|gop gov.|tiger beat on the potomac|gop|republican party|flickr / special	potemkin|floridians
esquire	2013-02-06T08:34:00	bill donahue|kathryn jean lopez|roger mahony|george weigel	tennessee|folsom	bishop of rome|national review|little flower	papist
esquire	2013-02-05T14:30:00	paul harvey|bill cowher|andrew sullivan|rich lowry|rich|ann coulter	omaha|arlington|kansas city|heartland|virginia	future farmers of|cbs|roman|lowry|sparkle pants	super bowl|un-super bowl
esquire	2013-02-05T11:10:00	john kennedy|chuck hagel|lawrence ferlinghetti|graham|huckleberry|hagel|lindsey graham	iran|soviet union	senate armed services committee|lindsey|kerry|oval office|cuban missile crisis	iranians|soviet|brennan
esquire	2013-02-04T21:33:00	christian|bill oÎêreilly|jesse ventura|chris kyle|kyle	minnesota|heart|hood county|north texas|texas|turkey|iraq	oÎêreilly factor|seal|at & t.|navy seals|yankees|new york times	american sniper
esquire	2013-02-04T17:15:00	paul ryan|karl rove|todd akin|pat caddell|shelly adelson|mitch mcconnell|karl|richard mourdock|steve king|willard romney|rove	indiana|iowa|wall street	tea party|consumer finance protection bureau|american crossroads|the base|rnc|party of the stupid rapey guys|old geniuses home|republican establishment|party of plutocracy	goldwater|chronic|apey-ray
esquire	2013-02-04T14:45:00	thiessen|richard cohen|chuck todd|marc thiessen|holder|c-plus augustus|eric holder|willard romney|jennifer rubin|valerie plame|fred hiatt|john kiriakou|kiriakou|darrell issa	mexico	post|the post|the new york times|times|justice department|fast and furious|the washington post|hezbollah|u.s. border patrol|benghazi cover up|the obama|avignon presidency	israelis|iranian|cia
esquire	2013-02-04T12:42:00	george washington|david vitter|vitter|tim geithner|benjamin harrison|william mckinley|ronald reagan	louisiana	u.s. mint|d.c. madam|federal reserve	republican u.s. senator
esquire	2013-02-01T18:00:00	poppy bush|jim crow|david bossie	michigan|toronto|miami|hamilton|cincinnati|vancouver|san francisco	citizens united|nhl|maple leafs|nfl|permanent musical accompaniment to the last post of the week from the blog	ham|overtown|canadian|harbaugh|eastern
esquire	2013-02-01T13:00:00	frank pavone|peter	bibles|middle east	hobby lobby|priests for life|hhs|national director of priests for life	christian|presbyterian|affordable care act
esquire	2013-01-31T16:30:00	ted cruz|alex wong|chuck hagel|jim inhofe|jennifer|deb fischer|john mccain|hagel|rubin|joe mccarthy	iran|texas|iraq	tea party|senate armed services committee|jazeera|rino|getty images news there|wrong|hezbollah|holocaust|world	greatest deliberative body|nebraskan
esquire	2013-01-31T12:42:00	jason browne|mikhail carpenter|stephen brashear	california|colorado|d.c.	associated press|liquor control board|humboldt county medical implementation committee|getty images last	california-based
esquire	2013-01-31T10:45:00	soledad o'brien|grassley|charles grassley	iowa|chicago|tweetmaster	federalist society|the center|second amendment|bill of rights|disease control|csa appreciation ball|cnn|centers of disease control|supreme court	iowa state fair
esquire	2013-01-31T10:15:00	marsha blackburn	camp david	honey boo boo	carney
esquire	2013-01-31T10:00:00	chuck hagel|colin powell|hagel|kerry|john kerry	cain|iraq	secretary of state|the new york times|other people|children|mcclatchy news service|u.n.|secretary-designate of defense	kagan
esquire	2013-01-30T17:54:00	robert mugabe|masimirembwa|tendai biti|mugabe|sinatra|goodwill masimirembwa	paris|zimbabwe|dubai|hollywood|beijing|china|ferraris	uncle sam|afp|zimbabwe mining development corporation|goodwill	mediterranean|imins|pinochets|assads
esquire	2013-01-30T17:15:00	jim demint|graham|earl grey|bill clinton|lindsey graham	south carolina	photo illustration|flickr / special	beltway|medicare
esquire	2013-01-30T16:40:00	john maynard keynes|rick santelli|mika	radley|norad	joe|deficit gods|gentle fiscal incline|msnbc	nobel prize
esquire	2013-01-30T11:30:00	lapierre|sandy hook|shirley|martin o'malley|mayor bloomberg|gabriel clarke|wayne lapierre|woolson street|michael bloomberg|menino|tom menino|thomas menino	harlem street	strunk and white	nra|english
esquire	2013-01-30T10:30:00	william|cowan|barney frank|lynch|demosthenes|patrick|deval patrick|twitterish hamlet|markey|ed markey|ed brooke|elizabeth warren|scott brown|kerry|steve lynch|lawrence o'donnell|charles grassley|john kerry	southie|massachusetts	commonwealth|real dick|blue dog|msnbc	african american|twitterverse
esquire	2013-01-30T09:15:00	ted cruz|james inhofe|brendan hoffman|john cornyn|john mccain|kerry|inhofe|john kerry	vienna|ohio|oklahoma|texas|vietnam|berlin	bcci|secretary of state|bank of commerce|hsbc|dodge|credit international|getty images news the	world war ii|beltway
esquire	2013-01-29T16:30:00	charlie cooke|pierce|charlie pierce	ireland|blogistan|zuccotti park|ringsend	whiskey fire|the gobshites	england-based
esquire	2013-01-29T12:00:00	michele bachmann|perry|rick perry	texas	girl with the faraway eyes|paint creek|iowa straw poll	indian
esquire	2013-01-29T11:30:00	rick snyder|robert duvall|rick scott|true grit|mario tama|fred hiatt|bobby|scott walker	louisiana|medicare|des moines	getty images it|die on the sidewalk|maman Îã Î¾	medicaid
esquire	2013-01-28T17:40:00	saddam hussein|susan rice	africa|iraq	international atomic energy agency	british|american people
esquire	2013-01-28T11:45:00	swartz|carmen ortiz|harvey silverglate|chris hayes|fred benenson|silverglate|aaron swartz|ortiz	boston|woburn	da|u.s. attorney carmen ortiz|middlesex da|creative commons the|secret service|middlesex county district attorney|massachusetts lawyers weekly|jstor|msnbc	internet
esquire	2013-01-28T11:25:00	marco rubio|john mccain|scott olson	las vegas	border patrol|good deal if everybody|getty images the|unhappy about something	italian
esquire	2013-01-28T10:38:00	john boehner|schweikert|hillary clinton|john mccain|george effing|david schweikert|clinton guy	benghazi|afghanistan|arizona|capitol hill|iraq	bush ii put-it-all-on-the-amex|clinton guy shocked by blowjobs|whipping post|disco dave|sunday showz|disco dance party|whither goest the party|our national dialogue|ak|u.s. house|discovery channel|photo illustration|politics blog welcome|flickr / special	reagan|hispanic
esquire	2013-01-28T08:00:00	franklin d. roosevelt|abraham lincoln|sam roche|martin luther king|daniel inouye|eisenhower|frank gehry|dwight d. eisenhower|justin shubow|ike|roche	abilene|kansas|hawaii	ikey|ronald reagan building & international trade center|eisenhower memorial|space age|university of miami	world war ii|army
esquire	2013-01-25T17:15:00	gary chism|capitol south|heath shulers|jeff smith|r-columbus|eating-my-container-ship squid	nep|capitol hill|mississippi	the laboratories of democracy|house side Îã|sovereignty commission|swiss army knife|pentagon city|pentagon|the colossal squid|discovery channel|the lemon of the skies|bankrupting america|house insurance committee|undaunted|permanent musical accompaniment for the last post of the week from the blog|means chairman	canadian|constitution
esquire	2013-01-25T12:45:00	dolours price|cullen|of state-designate|gerry adams|adams|hillary clinton|price|jean mcconville|mcconville|kevin cullen|kerry|stephen rea|john kerry	london|great britain|dublin|boston college|northern ireland|old bailey|malahide	provisional irish republican army|ira|troubles|Î¾ globe|boston globe|bc|supreme court	british|irish
esquire	2013-01-24T15:10:00	phil bryant|cokie roberts|bryant|sam donaldson|cathrynn brown|jesus|ma rainey	city grocery|somalia|texas|louisiana|square books|arkansas|mississippi|new mexico	magnolia state|permanent musical accompaniment to this post|land of enchantment|mississippians|evidence women	obamacare|medicaid
esquire	2013-01-24T13:15:00	jason langley|kate michelman|kennedy childs	colorado	clan of the red beanie|holy mother church|church|clan|our litigious society|holy spirit|act|catholic health	denver-based|catholic|wrongful death act|stodghill|jesus|lord|vatican-based
esquire	2013-01-24T10:15:00	ron johnson|jim inhofe|marco rubio|willard romney|jennifer rubin|chuck hagel|james inhofe|hillary clinton|lunch special|fred hiatt|hagel|michele flournoy|rubin	defense|north africa|capitol hill|africa	senate armed services committee|tea party|getty images|jen|the washington post	acela|cabinet|likud|al-qaeda
esquire	2013-01-23T19:45:00	tillman|benjamin tillman|paul ryan|carrico|bill|charles w.|jim crow	d.c.|virginia|hampton roads|south carolina	optional musical accompaniment to this post	african american|democratic party-primarily|republican-majority|democracy
esquire	2013-01-23T15:15:00	laura balthazar|jesus|jesus himself|bobby|jindal|balthazar	iowa|louisiana	st. landry-evangeline sexual assault center	christian|medicare|mardi gras
esquire	2013-01-23T14:15:00	ron johnson|alexis arguello|richard lugar|russ feingold|hillary clinton|madame secretary|giant cypress|lugar|joe biden|richard mourdock|willard romney	wisconsin|indiana|benghazi|asia|vietnam|israel	tea party|senate foreign relations committee|senate republicans	iranian
esquire	2013-01-23T14:00:00	marlene peck|roosevelt|franklin delano roosevelt|gerald e. markowitz|new deal	iowa|ohio|west virginia|new york city	temple university press|post office|public buildings service|post offices|general services administration|public art|main street	democratic vistas
esquire	2013-01-23T12:20:00	alex wong|tim scott|villaraigosa|steven chu|antonio villaraigosa	defense|california|state|los angeles	secretary of energy|department of transportation|getty images news let|fox and friends|j.c. watts|cia|ben|treasury|sally	nobel prize-winning
esquire	2013-01-23T09:15:00	hillary clinton|david gregory|susan rice|lovely|manmohan singh|sushma swaraj	pakistan|greater kashmir|kashmir|india	one more damn thing	pakistanis|indians|pakistani|indian
esquire	2013-01-22T17:15:00	paul ryan|jim mcgovern|jim cooper|james madison	wisconsin	rules committee|tennesee blue dog|house republicans|constitution	republic|vice presidential pageant
esquire	2013-01-22T14:35:00	heineman|dave heineman	nebraska	sandhills|transcanada	oglalla|keystone xl|canadian
esquire	2013-01-22T12:35:00	henry marsh|marsh|elbridge gerry|edward kennedy	petersburg|richmond|virginia	department of justice|texas|voting rights act	african americans|democratic national convention
esquire	2013-01-21T21:45:00	allie|allie mccracken|martin luther king|mccracken	pakistan|waterloo	declaration|code pink|keystone xl|declaration of independence|occupy|hummer	inaugural ball
esquire	2013-01-21T14:30:00	stonewall ;|george washington|john boehner|medgar evers|stonewall|mario tama|byron de la beckwith|john adams|beckwith|seneca falls|joe biden|myrlie evers-williams	jackson|selma|guynes street|earth|mississippi	museum of the history of the|getty images washington|most beloved uncle	african american|american indian|gold
esquire	2013-01-21T09:00:00	schieffer|bob|katharine graham|tang dynasty|condi rice|bull connor|bob schieffer|woodward|dee dee myers|barack obama	lady liberty|spain	our national dialogue|patron saint of social climbing|washington post|four sea monkeys|venerable katie graham|the watergate replacement replicant|face the nation	kenyan
esquire	2013-01-19T16:30:00	rick|rick weidman|jewel samad	new orleans|vietnam|chu lai|national mall	agent orange|nasa|iraq and afghanistan veterans of america|kenyan muslim|national service day|getty images washington|jesuit volunteer missions|national parks|colgate university|vietnam veterans of america	americal division|super bowl|olympics
esquire	2013-01-18T17:26:00	barra|jazzfest|harriet beecher stowe|missy franklin|mickey mantle|ed achorn|joe flacco|willie mays|douglass wallop|allen barra|colin kapernick|chris von der ahe|tom|frederick douglass|paul robinette|ray lewis|billy fcking joel|richard brooks|tom brady	new orleans|new england|von|boston|colorado|baltimore|new york|ahe|atlanta|san francisco|south station	law and order|hockey|an informal history|great gathering of gobshites|original six|charles ( old hoss|bruins|st. louis|national hockey league|kenyan muslim king|permanent musical accompaniment to the last post of the week from the blog	rangers|olympics|canadian
esquire	2013-01-18T14:30:00	cantor	williamsburg	democratic senate|clowns are less popular than cholera	dictate terms|medicare|japanese|debt ceiling
esquire	2013-01-18T13:30:00	doghouse riley|mitch daniels|fred hiatt|mitch|willard romney|daniels|gerson|michael gerson	indiana|west lafayette|mississippi	commonwealth|purdue university|indiana miracle|optional musical accompaniment to this post|g.i. luvmoney|planned parenthood|washington post Î¾|twilight zone|avignon presidency	kaplan test prep
esquire	2013-01-17T15:45:00	denny|martha|this week|bruce catton|george wallace|joe biden|linn county|tim|steve toth|guns|yvette mimieux|david blight|denny peyman|tim mueller	jackson county|oregon|texas	"guns !, optional video accompaniment to this post|article|permanent musical accompaniment to this post|book of smith and wesson|all about guns"	packard
esquire	2013-01-17T09:00:00	louie gohmert|paul ryan|gary gershoff|david gregory|pete peterson	wall street	disco dave|the dancing master|king of pain|optional musical accompaniment to this post|disco dance party|social security	vineyard
esquire	2013-01-16T15:15:00	frank|frank lobiondo|remy	california|florida|mississippi|new jersey	house of representatives	eden|andreas
esquire	2013-01-16T14:42:00	bob bartley	wsj	enigma machine|fiscal cliff deal|wall street journal	intertoobz
esquire	2013-01-16T12:45:00	rick santorum	tehran|san diego|iran|canada|islamic republic	armed forces|state department|u.s. district court|icc|international chamber of commerce|cubic|state house|ministry of defense and support|treasury department|cubic defense systems	iranians|iranian|circuit|americanize|clinton-era|great satan
esquire	2013-01-16T11:25:00	lapierre|alex jones|glenn beck|wayne lapierre|biden|bruce reed|oliver cromwell|rand paul|chris cillizza	stockholm	agenda|ill. Î¾ most|nra|fix|sheriff of nottingham|new york times|national rifle association|u.n.|sun and moon	newtown
esquire	2013-01-16T10:00:00	sidney poitier|dowd|lincoln|maureen dowd|cary grant|jefferson|thaddeus stevens|james spader|wait|eric cantor|lyndon|alex wong|david straithairn|glenn thrush|lonely guy	oscar	bridget jones strategy|louisiana territory|getty images|walking dead|new york times|tiger beat|politico|barbary pirates	greek
esquire	2013-01-15T15:50:00	michael gilmore|gilmore	iran|rockefeller center|mount murud|christmas	pentagon|Î¾ boeing co.	freudian|massive ordnance penetrator
esquire	2013-01-15T09:46:00	susana martinez|brewer|brian sandoval|jan brewer	nevada|arizona|obamacare|new mexico	supreme court	affordable care act|medicaid
esquire	2013-01-14T16:45:00	justice thomas|antonin scalia|boyer|jonathan boyer|scalia|justice clarence thomas|carla s. sigler|thomas	louisiana	justice|happy fun bunch|boyer v. louisiana|sixth amendment|yale	beltway|harvard
esquire	2013-01-14T14:30:00	prestone|john boehner|Î¾ politico|boehner|politico	orange|mexico	republican house|very important people|dalkon shield|gop|stuff republicans tell us that|sheriff bart strategy|tiger beat	potomac
esquire	2013-01-11T17:15:00	todd akin|james spader|al gore|richard mourdock|joe scarborough|amy adams|gingrey|david straithairn|nate silver|toby|joaquin phoenix|phil gingrey|our lord|daniel day-lewis	donna|indiana|lincoln|green bay|new england|seattle|georgia|moonrise kingdom	firesign theater|rocky rococo|searching for sugarman|nate|mighty hot dog|life of pi|pop tart|holy grail|permanent musical accompaniment for the last post of the week from the blog|milky way	new england-seattle super bowl|canadian|oscar
esquire	2013-01-11T11:45:00	chris christie boomlet|mario tama|bobby|jindal|huey long	not insane|louisiana|arkansas|mississippi	getty images it|van alen belt	republicanism
esquire	2013-01-10T13:44:00	mary fallin|scott|rick scott|nicolas cage|fallin|bob mcdonnell|michael anway|brendan smialowski	raising arizona|oklahoma|florida|oklahomans	governor bat boy|permanent musical accompaniment to this feature|national press club|department of health and human services|getty images|ahca|legislative budget commission|thank christ for mississippi|official blog sand correspondent friedman of the plains	affordable care act|republican national convention
esquire	2013-01-10T11:30:00	chuck todd|c-plus augustus|carney|chuck|biden|joe biden|pops|weigel|alex jones|mike castle|jay carney|christine o'donnell	nuremberg laws|delaware|mary|nickelback	bush ii|social security|getty images news	amendment|smokies
esquire	2013-01-09T16:45:00	julia gillard|aaron coutts-smith|al gore	tasmania|australia	agenda|great climate change hoax|hollywood elite|bureau of meteorology|un|hezbollah|australian bureau of meteorology	celsius|australian|fahrenheit
esquire	2013-01-09T16:15:00	andrew luck|tom cotton|saddam hussein|tom|wolf blitzer|steve king|max brantley	arkansas	kagan family christmas|rookie of the year|wlfitu|arkansas times	european
esquire	2013-01-09T15:48:00	gordon liddy|james mccord|richard nixon|nixon|henry kissinger|lewis lapham	haiphong|hanoi	democratic national committee|getty images|the washington post	asians|vietnamese
esquire	2013-01-09T12:45:00	barry bonds|pete rose|drew magary|fay vincent|ty cobb|hurrah	sorry|nice|deadspin	baseball writers association of america|custodians of the game|heisman trophy|nate|optional musical accompaniment to this post|hall of fame	most valuable player|national self-righteousness day|halls of fame
esquire	2013-01-09T12:01:00	harry reid|judd gregg|hill|stephen s. smith|boehner|mitch mcconnell|mcconnell|willard romney	kentucky	tiger beat on the potomac|take entitlement talks lead|the hill|back seat frankly	bush-era
esquire	2013-01-09T09:00:00	denise lind|manning|bradley manning|mark wilson|colonel lind	quantico	getty images|wikileaks	army
esquire	2013-01-07T17:05:00	chuck hagel|robert nimmo|donald rumsfeld|robert mcnamara|nimmo	vietnam	agent orange|defense department|gi|getty images back|secretary of defense|va|ptsd|veterans administration|reagan administration	reagan
esquire	2013-01-07T12:01:00	stephen harper|kruedener|hess-von kruedener	ottawa citizen	citizen|dnd|canadian defence department|un|hezbollah|united nations	major paeta|israeli-lebanon|israeli|canadian
esquire	2013-01-07T08:45:00	john boehner|haydn|dowd|disco dave|his eminence|biden|ross cardinal douthat|boehner|joe biden	wensleydale|bedlam|flat	clinton guy shocked by blowjobs|archdiocese of shambala|duck call concerto n.|the base Îã|most valuable real estate in journalism|disco dance party|new york times|house republicans|democratic senate|our national dialogue	base|irish
esquire	2013-01-04T17:00:00	whitman|charles whitman|tom hanks|mccoy	austin|michigan|houston|bath	ut tower hero dead|university of texas|permanent musical accompaniment to the last post of the week from the blog|austin american-statesman	canadian
esquire	2013-01-04T16:30:00	paul ryan|joe biden	wisconsin|midwest	big ideas	wisconsinites
esquire	2013-01-03T17:08:00	corner|back down|maggie	confession|dallas|d.c.|gerber	hobby lobby|passion of the boehner|hail marys|her holiness|strained roman catholicism|ninth commandment|sister kathryn of the blessed sacraments unexposed ever	bolshoi|hhs
esquire	2013-01-03T16:00:00	michele bachmann|john boehner|tim huelskamp|marsha blackburn|michele|boehner|scott garrett	bedlam	the politics blog so|lord of the flies|photo illustration|cirque du idiotes|girl with the faraway eyes|batshit escadrille|house of representatives|grand marshal of the tournament of dolts parade|flickr / special	speaker
esquire	2013-01-03T12:50:00	margaret coker|chris|getty published|gianluigi guercia	jerusalem|benghazi|abu dhabi|middle east	the wall street journal	libyan
esquire	2013-01-03T11:00:00	sister|marcia ball|maria muldaur|strange things|rosetta|rosetta tharpe|bill clark|grothman|glenn grothman|shout	virginia|dairyland	happening every day|getty images|hallmark|permanent musical accompaniment	african-american|kwanzaa|brandeis
esquire	2013-01-02T00:01:00	david dreier|sander levin|ed royce|bill clinton|steny hoyer|keith moon	california|beltway	death tax|getty images|house of representatives	madisonian|free bird|orange bowl|russias
esquire	2012-12-31T17:15:00	dianne feinstein|george mason|john bolton|glenn greenwald|serena southerland|danielle melnick	east germany	law and order|fisa amendments|bush administration|gentle fiscal incline|bill of rights|green rooms|fisa	occupy
esquire	2012-12-31T15:50:00	chuck todd|howard dean|george w. bush|jonathan cohn|raul labrador|charles|labrador|harkin|barack obama|tom harkin	pennsylvania avenue|nice|world	kristol|senate republicans aren|gentle fiscal incline|morning joe|house republicans|social security|estate tax|getty images|senate republicans|costco|beltway|wrong|greatest deliberative body|bartleby the speaker	middle class|death tax|potomac
esquire	2012-12-31T09:00:00	jim hoft|human events|minor|phillippe|scott olson|philippe reines|bill clinton	benghazi|dominican republic|new york presbyterian hospital|caribbean	state department wrote human events|disco dave|candy striper|gentle fiscal incline|quaalude in c|disco dance party|beautiful people|highlights for wingnuts Îã|human events Îã|our national dialogue|state department|secretary of state|dumbest man on the internets|getty images welcome|dancin	clintons|hilldebeast
esquire	2012-12-28T17:00:00	jack amsterdam|pappy|purple hearts|snyder|true confessions|governor pappy|dustin hoffman|durning|charles durning	the bulge|omaha beach|hollywood|france|malmedy|belgium|Î¾	battle of the bulge|parade|silver star|national order|legion of honor|new york times|permanent musical accompaniment to the last post of the week from the blog	world war ii|germans|german|canadian
esquire	2012-12-27T16:00:00	paul ryan|bill clinton|willard romney	georgetown|ongoing recession|tampa|marcus|laurentian abyss|ben|sally	law center|meow mix|gentle fiscal incline|Î¾ national women|aarp|very important people who call me back	european
esquire	2012-12-27T12:45:00	john boehner|john|jeanne	madison	photo illustration|politics blog as|la falaise fiscale|house of representatives|flickr / special	union|french|capitol
esquire	2012-12-26T16:41:00	erik loomis|daniel|wayne|cornpone|t. cornpone|phil fulmer|tom mauser|poppy bush|gregory|professors jacobson	tennessee	professor of law|lapierre|disco dave|bats flying out of both ears|columbine high school|disco dance party|dancin ' master	christmas
esquire	2012-12-26T14:45:00	bloomberg|christmas ball|michael bloomberg|maynard g. krebs|cardinal douthat	libya|antarctica|west side|manhattan|arctic|new york|harvard-educated	acela corridor elite|his eminence|big gulps|house republicans|sweet home alabama|new york times|acela corridor	new yorker|connecticut-born|fezziwigs|bush-obama
esquire	2012-12-26T12:21:00	john boehner|Î_ rivlin-domenici|joan of arc|halley|jon huntsman|ornstein|boehner|lando|riley|huntsman|ronald reagan|thomas mann|george w. bush|callixtus iii|mitch daniels|andrew sullivan|herman cain|mann|daniels|Î¾ yes	utah|simpson-bowles	firesign theater|callixtus|indiana|norm ornstein|washington post|holy spirit|tiger beat on the potomac|gang of six|outside the box	not insane|borgia|vatican
esquire	2012-12-26T11:45:00	dick armey|richard j. stephenson|labor day|armey|susan|richard k. armey	illinois|norad	freedomworks|optional video accompaniment to this post|gas 'n sip|capitol hill|wingnut welfare	washington-based
esquire	2012-12-26T11:00:00	aesop|willard|willard romney	massachusetts|la jolla	tagg romney|tagg|boston globe	produce
