CardId	Year	Conference	Title	Evidence	Author Names
PMC3081346	2011	decreases_activity	MiR-21 Induced Angiogenesis through AKT and ERK Activation and HIF-1Î± Expression	" Similarly, the miR-21-inducing VEGF mRNA levels were inhibited by LY294002 and U0126 in the cells by 44% and 53%, respectively . (A) DU145 cells were seeded into 60 mm dishes."	U0126;hypoxia inducible factor-1\u03b1
PMC3092057	2010	increases_activity	Transforming growth factor-Î_-inducible early response gene 1 is a novel substrate for atypical protein kinase Cs	 TIEG1 has also been found to increase TGF\u03b2-induced expression of the cyclin-dependent kinase inhibitor p21Cip1/WAF1 [ ].	TIEG1;TGF-\u03b21
PMC2997682	2010	decreases_activity	ARRDC3 suppresses breast cancer progression by negatively regulating integrin Î_4	" ARRDC3 caused a significant decrease in Integrin\u03b24 protein levels, whereas cells with repressed ARRDC3 expression show a marked increase in Integrin\u03b24"	ARRDC3;Integrin\u03b24
PMC3155019	2011	increases_activity	Dynamics of the Phosphoinositide 3-Kinase p110Î´ Interaction with p85Î± and Membranes Reveals Aspects of Regulation Distinct from p110Î±	 Engineering p85alpha Mutations that Activate p110delta	p85alpha;p110delta
PMC3160837	2011	decreases_activity	Lymphocyte Cell-Cycle Inhibition by HLA-G Is Mediated by Phosphatase SHP-2 and Acts on the mTOR Pathway	" In addition , based on these results , Morandi et al. have observed in T cells , that the chemical inhibitor of SHP-2 restored the altered expression of cell-surface expression of chemokine receptor CXCR5 when it was induced by HLA-G     ."	SHP-2;CXCR5
PMC3003513	2009	increases_activity	Synergistic chondroprotective effects of curcumin and resveratrol in human articular chondrocytes: inhibition of IL-1Î_-induced NF-ÎºB-mediated inflammation and apoptosis	 resveratrol can act synergistically to modulate the cytotoxic effects of IL-1beta	resveratrol;IL-1beta
PMC2993755	2010	decreases_activity	c-Srcâ€“Mediated Phosphorylation of NoxA1 and Tks4 Induces the Reactive Oxygen Species (ROS)â€“Dependent Formation of Functional Invadopodia in Human Colon Cancer Cells	" For inhibitor studies , cells were treated with 10 muM DMSO dissolved Src inhibitor PP2 or its nonfunctional analog PP3 or DMSO alone for 16 h. Calf intestinal phosphatase ( CIP ) was purchased from New England BioLabs , Ipswich , MA and used according to the manufacturer 's instructions ."	PP2;Src
PMC3012168	2011	increases_activity	OCT1 Expression in Adipocytes Could Contribute to Increased Metformin Action in Obese Subjects	" Recently, metformin has been shown to display anti-inflammatory effects in endothelial cells by inhibiting TNF-\u03b1-induced IKK\u03b1/\u03b2 phosphorylation, IkappaB-\u03b1 degradation, and IL-6 production ."	TNF-\u03b1;IL-6
PMC3003513	2009	increases_activity	Synergistic chondroprotective effects of curcumin and resveratrol in human articular chondrocytes: inhibition of IL-1Î_-induced NF-ÎºB-mediated inflammation and apoptosis	 IL-1beta induced the expression of Cox-2	IL-1beta;Cox-2
PMC3012146	2010	decreases_activity	"p38 phosphorylates Rb on Ser567 by a novel, cell cycle-independent mechanism that triggers Rb-Hdm2 interaction and apoptosis"	" Concomitantly , the release of E2F1 from Rb repression by p38alpha allowed it to activate E2F1 responsive promoters            ."	p38alpha;Rb
PMC3092057	2010	increases_activity	Transforming growth factor-Î_-inducible early response gene 1 is a novel substrate for atypical protein kinase Cs	 EGR1 also induced p21Cip1/WAF1	EGR1;WAF1
PMC2977078	2010	increases_activity	Integrin-Linked Kinase Controls Microtubule Dynamics Required for Plasma Membrane Targeting of Caveolae	 IQGAP1 contains a Ras-GAP domain that has been shown to lack activity and thereby enhance Rac	IQGAP1;Rac
PMC2997772	2010	increases_activity	Activation of Protein Serine/Threonine Phosphatase PP2CÎ± Efficiently Prevents Liver Fibrosis	" PP2Calpha was reported to dephosphorylate Smad2 and Smad3 to block TGFbeta signaling pathway     , activate p53 and dephosphorylate Cdk2 and Cdk6 to induce cell cycle arrest     ,     , inhibit p38 and JNK signaling pathways to prevent stress      and dephosphorylate IKappa B kinase beta ( IKKbeta ) to prevent inflammatory response     ."	PP2Calpha;p53
PMC3155019	2011	decreases_activity	Dynamics of the Phosphoinositide 3-Kinase p110Î´ Interaction with p85Î± and Membranes Reveals Aspects of Regulation Distinct from p110Î±	" Highlights > Both nSH2 and cSH2 of p85alpha inhibit p110delta , and pY peptides or mutations activate > DXMS mapped dynamic changes in free p110delta and p110delta and p85 with and without pY peptides > pY peptide increases p110delta and p85 affinity for lipids ; interactions were mapped by DXMS > cSH2 point mutation in p85alpha activates p110delta and p110beta , but not p110alpha"	p85alpha;p110delta
PMC3141773	2011	increases_activity	Therapeutic potential of cladribine in combination with STAT3 inhibitor against multiple myeloma	 MM1.S is the only cell line showing significant response to the clinically achievable concentrations of cladribine induced apoptosis and inactivation of STAT3 .	MM1.S;STAT3
PMC3155019	2011	decreases_activity	Dynamics of the Phosphoinositide 3-Kinase p110Î´ Interaction with p85Î± and Membranes Reveals Aspects of Regulation Distinct from p110Î±	 p85alpha required to inhibit the activity of p110alpha	p85alpha;p110alpha
PMC3012146	2010	increases_activity	"p38 phosphorylates Rb on Ser567 by a novel, cell cycle-independent mechanism that triggers Rb-Hdm2 interaction and apoptosis"	 p53 is activated by etoposide	etoposide;p53
PMC3160837	2011	decreases_activity	Lymphocyte Cell-Cycle Inhibition by HLA-G Is Mediated by Phosphatase SHP-2 and Acts on the mTOR Pathway	" Our results indicate , for the first time , that the regulatory functions of HLA-G on T-cell proliferation is associated with the activation of SHP-2 , which induces mTOR inhibition ."	SHP-2;mTOR
PMC3081346	2011	decreases_activity	MiR-21 Induced Angiogenesis through AKT and ERK Activation and HIF-1Î± Expression	" PTEN also inhibits the activation of mitogen activated protein kinase ( MAPK ) , which is the upstream regulator of ERK     ,     ."	PTEN;mitogen-activated protein kinase
PMC3037403	2011	decreases_activity	MicroRNA-21 Exhibits Antiangiogenic Function by Targeting RhoB Expression in Endothelial Cells	" All these data strongly support the fact that , in endothelial cells , miR-21 also represses RhoB expression by directly targeting its 3 ' UTR ."	miR-21;RhoB
PMC3012168	2011	decreases_activity	OCT1 Expression in Adipocytes Could Contribute to Increased Metformin Action in Obese Subjects	" Furthermore , metformin decreased IL-6 and MCP-1 gene expression in comparison with differentiated adipocytes ."	metformin;IL-6
PMC3031576	2011	decreases_activity	Resveratrol Inhibits Pancreatic Cancer Stem Cell Characteristics in Human and Kras Transgenic Mice by Inhibiting Pluripotency Maintaining Factors and Epithelial-Mesenchymal Transition	" Resveratrol activates caspase-3 / -7 , induces apoptosis , and inhibits the expression of XIAP , Bcl-2 and cyclin D1 in pancreatic CSCs"	Resveratrol;Bcl-2
PMC3230772	2011	increases_activity	Recognition of enhancer element-specific histone methylation by TIP60 in transcriptional activation	" induced levels of MYC, CyclinD1"	CyclinD1;MYC
PMC3170684	2011	increases_activity	Phosphorylation and interaction of Myopodin by Integrin-Link Kinase Lead to Suppression of Cell Growth and Motility in Prostate Cancer Cells	 ( A ) ILK kinase activity induced by integrin alpha7 .	integrin;ILK
PMC3098013	2010	decreases_activity	Regulation of Erk1/2 activation by osteopontin in PC3 human prostate cancer cells	 Akt negatively regulate Erk 1 and 2 activation in PC3 and OPN cells	Akt;PC3
PMC3012146	2010	increases_activity	"p38 phosphorylates Rb on Ser567 by a novel, cell cycle-independent mechanism that triggers Rb-Hdm2 interaction and apoptosis"	 Ad-MKK3 resulted not only in hyperphosphorylation of Rb but also in a precipitous decline in total Rb protein	Ad-MKK3;Rb protein
PMC3095899	2011	increases_activity	hTID-1 defines a novel regulator of c-Met Receptor signaling in renal cell carcinomas	 hTid-1 knockdown inhibits Met	hTid-1;Met
PMC3031576	2011	decreases_activity	Resveratrol Inhibits Pancreatic Cancer Stem Cell Characteristics in Human and Kras Transgenic Mice by Inhibiting Pluripotency Maintaining Factors and Epithelial-Mesenchymal Transition	" Resveratrol activates caspase-3 / -7 , induces apoptosis , and inhibits the expression of XIAP , Bcl-2 and cyclin D1 in pancreatic CSCs"	Resveratrol;cyclin
PMC2991596	2010	decreases_activity	"YAP Dysregulation by Phosphorylation or Î”Np63-mediated Gene Repression Promotes Proliferation, Survival and Migration in Head and Neck Cancer Subsets"	 AKT inhibition or overexpression of a YAPserine-127 phosphoacceptor mutant	AKT;YAPserine-127 phosphoacceptor mutant
PMC3031576	2011	decreases_activity	Resveratrol Inhibits Pancreatic Cancer Stem Cell Characteristics in Human and Kras Transgenic Mice by Inhibiting Pluripotency Maintaining Factors and Epithelial-Mesenchymal Transition	" Furthermore, resveratrol inhibits epithelial-mesenchymal transition by inhibiting the expression of vimentin, slug and snail, and also retards cancer stem cell's migration and invasion."	Resveratrol;ABCG2
PMC3219802	2011	increases_activity	Phosphorylation of RelA/p65 promotes DNMT-1 recruitment to chromatin and represses transcription of the tumor metastasis suppressor gene 	" Following stimulation , derepression of RelA and p65 occurs through phosphorylation on serines 276                                         or 536                       which enhances its association with histone acetyltransferases ( HATs ) allowing RelA and p65 to activate transcription                                       ."	histone acetyltransferases;RelA
PMC3219802	2011	decreases_activity	Phosphorylation of RelA/p65 promotes DNMT-1 recruitment to chromatin and represses transcription of the tumor metastasis suppressor gene 	" RelA and p65 can also function as an "" active repressor "" to induce methylation and transcriptional repression of BRMS1 , a known co-repressor of RelA and p65 , by assembly of DNMT-1 to chromatin ."	RelA;BRMS1
PMC3110823	2011	increases_activity	Role and Mechanism of Arsenic in Regulating Angiogenesis	 arsenic at 5 microM increased AKT and ERK1	arsenic;ERK1
PMC3226468	2011	decreases_activity	Î_-Catenin and Smad3 regulate the activity and stability of myocardin-related transcription factor during epithelialâ€“myofibroblast transition	" \u03b1-smooth muscle actin promoter by myocardin-related transcription factor (M, 0.5 \u03bcg) was inhibited by Smad3"	Smad3;\u03b1-smooth muscle actin
PMC3022623	2011	decreases_activity	Comparison of Proliferation and Genomic Instability Responses to  Silencing in Hematopoietic HL60 and TK6 Cells	 p53 appeared to repress HR	p53;HR
PMC3226468	2011	decreases_activity	Î_-Catenin and Smad3 regulate the activity and stability of myocardin-related transcription factor during epithelialâ€“myofibroblast transition	" \u03b1-smooth muscle actin promoter in control cells, whereas \u03b2-catenin"	\u03b2-catenin;\u03b1-smooth muscle actin
PMC2843631	2010	increases_activity	Cytosolic Hsp60 Is Involved in the NF-ÎºB-Dependent Survival of Cancer Cells via IKK Regulation	 AP-1 and NF-AT transcriptional activation were induced by epidermal growth factor	epidermal growth factor;AP-1
PMC3175348	2011	decreases_activity	Inflammatory signaling compromises cell responses to interferon alpha	" Our findings presented here suggest that pro-inflammatory cytokines ( that can be secreted by melanoma cells ) activate p38 kinase to promote the ligand independent pathway of IFNAR1 degradation , and , subsequently , interfere with cellular responses to IFNalpha and beta ."	p38;IFNAR1
PMC3232246	2011	increases_activity	Tyrosine Phosphorylation of Rac1: A Role in Regulation of Cell Spreading	 Rac1 Mutations at Y64 Induced Changes in MEF	Rac1;MEF
PMC3245278	2011	increases_activity	Estrogen-Mediated Upregulation of Noxa Is Associated with Cell Cycle Progression in Estrogen Receptor-Positive Breast Cancer Cells	 ERalpha-dependent upregulation of Noxa	ERalpha;Noxa
PMC3262806	2012	increases_activity	P120-Catenin Isoforms 1 and 3 Regulate Proliferation and Cell Cycle of Lung Cancer Cells via Î_-Catenin and Kaiso Respectively	" All these results suggest that p120ctn promotes cell cycle progression by up-regulating cyclin D1, which subsequently enhances expression of cyclin E."	cyclin D1;cyclin E
PMC3192247	2011	increases_activity	Somatic deletions of genes regulating MSH2 protein stability cause DNA mismatch repair deficiency and drug resistance in human leukemia cells	" ( b ) Increase of PP2A activity by FRAP1 , HERC1 or PIK3C2B knockdown decreases PKCzeta activation ( phosphorylation ) and MSH2 protein levels , both of which are rescued by okadaic acid ."	PIK3C2B;PP2A
PMC2806626	2009	decreases_activity	The G protein Î_Î_ subunit mediates reannealing of adherens junctions to reverse endothelial permeability increase by thrombin	" RACK1 basally activated FAK           , and significantly accelerated reannealing of AJ"	RACK1;AJ
PMC2688529	2009	increases_activity	Prdx1 inhibits tumorigenesis via regulating PTEN/AKT activity	 Phosphorylation of Akt on serine 473 ( pAktSer473 ) and PTEN oxidation increased also in Prdx1-/- MEFs compared with Prdx1+ /+ MEFs when exposed to increasing amounts of H2O2                                 .	PTEN;Prdx1-/- MEFs
PMC2729407	2009	decreases_activity	Targeting Hypoxia in Cancer Cells by Restoring Homeodomain Interacting Protein-Kinase 2 and p53 Activity and Suppressing HIF-1Î±	 Effect of zinc on reversing hypoxia induced inhibition of p53Ser46 in response to chemotherapy .	zinc;p53Ser46
PMC3031576	2011	decreases_activity	Resveratrol Inhibits Pancreatic Cancer Stem Cell Characteristics in Human and Kras Transgenic Mice by Inhibiting Pluripotency Maintaining Factors and Epithelial-Mesenchymal Transition	" SNAI , ZEB and TWIST family members repress the CDH1 gene to induce EMT , but also regulate the transcription of other target genes ."	ZEB;CDH1
PMC3262806	2012	increases_activity	P120-Catenin Isoforms 1 and 3 Regulate Proliferation and Cell Cycle of Lung Cancer Cells via Î_-Catenin and Kaiso Respectively	" cyclin D1 expression, implying that p120ctn-3"	p120ctn-3;cyclin D1
PMC3012146	2010	increases_activity	"p38 phosphorylates Rb on Ser567 by a novel, cell cycle-independent mechanism that triggers Rb-Hdm2 interaction and apoptosis"	 This would allow p38 to bypass the Cdks and directly regulate Rb	Cdk;Rb
PMC3012168	2011	decreases_activity	OCT1 Expression in Adipocytes Could Contribute to Increased Metformin Action in Obese Subjects	" Recently, metformin has been shown to display anti-inflammatory effects in endothelial cells by inhibiting TNF-\u03b1-induced IKK\u03b1/\u03b2 phosphorylation, IkappaB-\u03b1 degradation, and IL-6 production ."	TNF-\u03b1;IkappaB-\u03b1
PMC3010981	2010	increases_activity	Aldose Reductase Inhibition Prevents Metaplasia of Airway Epithelial Cells	 allergen-induced IL-13	allergen;IL-13
PMC2741604	2009	increases_activity	Nitric Oxide Induces Cell Death by Regulating Anti-Apoptotic BCL-2 Family Members	 NO activates ASK1-JNK1	NO;ASK1-JNK1
PMC3116964	2011	decreases_activity	Homeodomain protein DLX4 counteracts key transcriptional control mechanisms of the TGF-Î_ cytostatic program and blocks the anti-proliferative effect of TGF-Î_	 repression of p15Ink4B transcription by c-myc	c-myc;p15Ink4B
PMC2991640	2010	increases_activity	"Peroxisome Proliferator-Activated Receptor -/, - Agonists and Resveratrol Modulate Hypoxia Induced Changes in Nuclear Receptor Activators of Muscle Oxidative Metabolism"	 PPAR-beta and delta agonists retard weight gain and promote skeletal muscle fatty acid oxidation and insulin sensitivity     .	PPAR-beta;insulin
PMC3113296	2011	increases_activity	TRAF6 ubiquitinates TGFÎ_ type I receptor to promote its cleavage and nuclear translocation in cancer	" Neither did overexpression of Smad2, 3 or 4 in PC-3U cells affect PKC\u03b6-induced generation of T\u03b2RI intracellular domain ."	PKC\u03b6;T\u03b2RI
PMC3081346	2011	decreases_activity	MiR-21 Induced Angiogenesis through AKT and ERK Activation and HIF-1Î± Expression	 extracellular signal regulated kinase are required for miR-21-inducing angiogenesis through the downregulation of hypoxia inducible factor-1\u03b1 and VEGF	extracellular signal regulated kinase;hypoxia inducible factor-1\u03b1 and VEGF
PMC2994897	2010	increases_activity	Identification of Retinoic Acid in a High Content Screen for Agents that Overcome the Anti-Myogenic Effect of TGF-Beta-1	 Alk-5 induction of p3TP-lux reporter gene	Alk-5;p3TP-lux reporter gene
PMC3032325	2010	decreases_activity	Downregulation of microRNA-383 is associated with male infertility and promotes testicular embryonal carcinoma cell proliferation by targeting IRF1	" As described above, miR-383 represses the expression of two members of this complex, cyclin D1 and p21, which leads us to ask whether miR-383 has a role in regulating the activity of cyclin D1-CDK4-p21 complex."	miR-383;cyclin D1 and p21
PMC3170684	2011	increases_activity	Phosphorylation and interaction of Myopodin by Integrin-Link Kinase Lead to Suppression of Cell Growth and Motility in Prostate Cancer Cells	 Activation of ILK by integrins-extracellular matrix	matrix;ILK
PMC2777864	2009	decreases_activity	PTEN inhibits BMI1 function independently of its phosphatase activity	" Furthermore , knockdown of PTEN in DU145 cells increased hTERT promoter activity , which was reversed when BMI1 was concomitantly knocked-down , indicating that PTEN reduces hTERT promoter activity via inhibiting BMI1 function ."	PTEN;hTERT promoter
PMC2964295	2010	increases_activity	Profiling Y561-Dependent and -Independent Substrates of CSF-1R in Epithelial Cells	" In our study , endogenous wild-type SRC was activated by an upstream RTK , more closely reflecting the effects of activation of endogenous SRC in tumor cells ."	RTK;SRC
PMC3161956	2011	increases_activity	Non-cysteine linked MUC1 cytoplasmic dimers are required for Src recruitment and ICAM-1 binding induced cell invasion	 293T MUC1-CFP-Fv (AQA) cells for ICAM-1 binding induced calcium	293T MUC1-CFP-Fv;calcium
PMC3082902	2011	increases_activity	Expression of CD44 3â€_-untranslated region regulates endogenous microRNA functions in tumorigenesis and angiogenesis	 CD44 is regulated by microRNA miR-328	microRNA miR-328;CD44
PMC3226468	2011	increases_activity	Î_-Catenin and Smad3 regulate the activity and stability of myocardin-related transcription factor during epithelialâ€“myofibroblast transition	 \u03b1-smooth muscle actin expression compared with the level observed in E-cadherin	E-cadherin;\u03b1-smooth muscle actin
PMC3192247	2011	increases_activity	Somatic deletions of genes regulating MSH2 protein stability cause DNA mismatch repair deficiency and drug resistance in human leukemia cells	" ( b ) Increase of PP2A activity by FRAP1 , HERC1 or PIK3C2B knockdown decreases PKCzeta activation ( phosphorylation ) and MSH2 protein levels , both of which are rescued by okadaic acid ."	FRAP1;PP2A
PMC2997682	2010	increases_activity	ARRDC3 suppresses breast cancer progression by negatively regulating integrin Î_4	" ARRDC3 caused a significant decrease in Integrin\u03b24 protein levels, whereas cells with repressed ARRDC3 expression show a marked increase in Integrin\u03b24"	ARRDC3;Integrin\u03b24
PMC3226468	2011	increases_activity	Î_-Catenin and Smad3 regulate the activity and stability of myocardin-related transcription factor during epithelialâ€“myofibroblast transition	 beta-catenin robustly potentiated the stimulus-induced association of GSK-3beta	beta-catenin;GSK-3beta
PMC3095899	2011	decreases_activity	hTID-1 defines a novel regulator of c-Met Receptor signaling in renal cell carcinomas	" hTid-1 represses NFkB activity induced by HTLV-1 Tax and cytotoxic stimuli including TNFalpha, cisplatin"	hTid-1;cisplatin
PMC3081346	2011	decreases_activity	MiR-21 Induced Angiogenesis through AKT and ERK Activation and HIF-1Î± Expression	 LY294002 and U0126 treatment abolished miR-21-inducing hypoxia inducible factor-1\u03b1	LY294002;hypoxia inducible factor-1\u03b1
PMC3251601	2012	decreases_activity	Knock Down of Heat Shock Protein 27 (HspB1) Induces Degradation of Several Putative Client Proteins	" Hsp27 induced the degradation of HDAC6, STAT2"	Hsp27;STAT2
PMC3101176	2011	increases_activity	Transcriptional activation of the Axl and PDGFR-Î± by c-Met through a ras- and Src-independent mechanism in human bladder cancer	" c-Met activation by PD98059, but not by FTI-277"	FTI-277;c-Met
PMC31577	2001	increases_activity	Requirements for activation and RAFT localization of the T-lymphocyte kinase Rlk/Txk	 activation of Rlk by Fyn	Fyn;Rlk
PMC3154041	2010	decreases_activity	LKB1/PEA3/Î”Np63 Pathway Regulates PTGS-2 (COX-2) Transcription in Lung Cancer Cells Upon Cigarette Smoke Exposure	" In the current study , we provide the first evidence that cigarette smoke treatment [ mainstream smoke extract ( MSE ) and sidestream smoke extract ( SSE ) ] of cultured lung normal and cancer cells decreased LKB1 expression and elevated expression of both PEA3 ( polyomavirus enhancer activator 2 , also known as E1A enhancer binding protein 4 ) factor and COX-2 / PTGS-2 inflammatory signaling molecule ."	smoke;COX-2
PMC3103541	2011	increases_activity	Long-Term Continuous Corticosterone Treatment Decreases VEGF Receptor-2 Expression in Frontal Cortex	 All corticosterone-treated mice were 7-8 weeks old and weighed 25-30 g at the beginning of the treatment.	corticosterone;VEGF
PMC2880659	2010	increases_activity	Dasatinib inhibits site-specific tyrosine phosphorylation of androgen receptor by Ack1 and Src kinases	 Dasatinib also inhibited heregulin induced expression of endogenous AR target genes .	heregulin;AR
PMC3191154	2011	increases_activity	Mechanism of Salutary Effects of Astringinin on Rodent Hepatic Injury following Trauma-Hemorrhage: Akt-Dependent Hemeoxygenase-1 Signaling Pathways	 resveratrol after trauma-hemorrhage increased HO-1	resveratrol;HO-1
PMC3081346	2011	decreases_activity	MiR-21 Induced Angiogenesis through AKT and ERK Activation and HIF-1Î± Expression	 hypoxia inducible factor-1\u03b1 siRNA significantly inhibited the expression of hypoxia inducible factor-1\u03b1 and VEGF	hypoxia inducible factor-1\u03b1;hypoxia inducible factor-1\u03b1 and VEGF
PMC3235537	2011	increases_activity	NF-ÎºB feedback control of JNK1 activation modulates TRPV1-induced increases in IL-6 and IL-8 release by human corneal epithelial cells	 Conclusions TRPV1 induced increases in IL-6 / IL-8 release occur through TAK1 activation of JNK1 dependent and JNK1 independent signaling pathways .	TRPV1;IL-6
PMC2199605	2001	decreases_activity	Negative Regulation of Ros Receptor Tyrosine Kinase Signaling	" Multiple binding partners and substrates for SHP-1 have been identified in hematopoietic cells : SHP-1 negatively regulates the signaling of cytokine receptors , receptor tyrosine kinases , adhesion receptors , and immunoreceptors ( for reviews see                     ;                            ;                     . """	SHP-1;cytokine receptors
PMC2856037	2010	increases_activity	Targeting iron homeostasis induces cellular differentiation and synergizes with differentiating agents in acute myeloid leukemia	 VD synergizes with iron deprivation agents to activate the Jun	VD;Jun
PMC3230775	2011	increases_activity	NSP-Cas protein structures reveal a promiscuous interaction module in cell signaling	" EDTA or C3G (a bona fide GEF for Rap1A   , which effectively promote GDP"	EDTA;GDP
PMC3081346	2011	increases_activity	MiR-21 Induced Angiogenesis through AKT and ERK Activation and HIF-1Î± Expression	" Taken together , our results demonstrated that miR-21 regulates tumor angiogenesis through inducing HIF-1alpha and VEGF expression ; activates both AKT and ERK pathways for mediating angiogenesis ."	VEGF;AKT
PMC2944884	2010	increases_activity	Global MicroRNA Characterization Reveals That miR-103 Is Involved in IGF-1 Stimulated Mouse Intestinal Cell Proliferation	" In addition , tyrosine phosphorylation of MAPK , MAPK dependent increase in p21 ( waf1 and cip1 ) , c-Myc , and c-Fos expression were found to be upstream events in growth factor induced crypt cell proliferation    ,    ,    ."	MAPK;p21
PMC3251601	2012	increases_activity	Knock Down of Heat Shock Protein 27 (HspB1) Induces Degradation of Several Putative Client Proteins	 Cells were treated with interferon-alpha ( 50 U and ml ) to activate the STAT2 interferon response .	interferon-alpha;STAT2
PMC3116964	2011	increases_activity	Homeodomain protein DLX4 counteracts key transcriptional control mechanisms of the TGF-Î_ cytostatic program and blocks the anti-proliferative effect of TGF-Î_	" For example , TGF-beta activates p15Ink4B and p21WAF1 and Cip1 transcription via cooperative interactions between Sp1 and Smad proteins and also prevents repression of these genes by c-myc                                                                                  ."	TGF-beta;Cip1
PMC3226468	2011	increases_activity	Î_-Catenin and Smad3 regulate the activity and stability of myocardin-related transcription factor during epithelialâ€“myofibroblast transition	" E-Cadherin down-regulation facilitates TGF\u03b2-induced \u03b1-smooth muscle actin expression. (A) LLC-PK1 cells were transfected with NR or E-cadherin small interfering RNA (E-cad si, 50 nM) and 24 h later, when confluent, treated with TGF\u03b2 (10 ng/ml) for 72 h."	TGF\u03b2;\u03b1-smooth muscle actin
PMC3081346	2011	increases_activity	MiR-21 Induced Angiogenesis through AKT and ERK Activation and HIF-1Î± Expression	" Taken together , our results demonstrated that miR-21 regulates tumor angiogenesis through inducing HIF-1alpha and VEGF expression ; activates both AKT and ERK pathways for mediating angiogenesis ."	VEGF;ERK
PMC3114799	2011	increases_activity	Simvastatin suppresses dexamethasone-induced secretion of plasminogen activator inhibitor-1 in human bone marrow adipocytes	" Although we used simvastatin in the present study, it remains uncertain which statin is most effective in suppressing PAI-1 secretion from bone marrow adipocytes."	1 angiotensin II receptor (AT1 receptor) and Rho;PAI-1
PMC3164695	2011	decreases_activity	The Evolutionarily Conserved Longevity Determinants HCF-1 and SIR-2.1/SIRT1 Collaborate to Regulate DAF-16/FOXO	" IGF-1-like peptide, ins-7, which was shown to act as a daf-2 agonist     , was significantly repressed by hcf-1"	hcf-1;IGF-1
PMC3153384	2010	increases_activity	The Orphan Nuclear Receptor SHP Is a Positive Regulator of Osteoblastic Bone Formation	" Recently , it was reported that SHP increases gene expression of cyclooxygenase-2 ( COX-2 ) via the sequential transcriptional induction of a caudal related homeobox gene ( CDX1 ) in human gastric cancer cells ."	SHP;cyclooxygenase-2
PMC2944884	2010	increases_activity	Global MicroRNA Characterization Reveals That miR-103 Is Involved in IGF-1 Stimulated Mouse Intestinal Cell Proliferation	" In addition , tyrosine phosphorylation of MAPK , MAPK dependent increase in p21 ( waf1 and cip1 ) , c-Myc , and c-Fos expression were found to be upstream events in growth factor induced crypt cell proliferation    ,    ,    ."	MAPK;p21
PMC2997772	2010	decreases_activity	Activation of Protein Serine/Threonine Phosphatase PP2CÎ± Efficiently Prevents Liver Fibrosis	" PP2Calpha was reported to dephosphorylate Smad2 and Smad3 to block TGFbeta signaling pathway     , activate p53 and dephosphorylate Cdk2 and Cdk6 to induce cell cycle arrest     ,     , inhibit p38 and JNK signaling pathways to prevent stress      and dephosphorylate IKappa B kinase beta ( IKKbeta ) to prevent inflammatory response     ."	PP2Calpha;p38
PMC2894944	2010	increases_activity	NAD(P)H Quinone Oxidoreductase Protects TAp63Î_ from Proteasomal Degradation and Regulates TAp63Î_-Dependent Growth Arrest	" Accordingly , TAp63gamma and DOX mediated increase in p21 level was almost completely reversed by siNQO1          ."	TAp63gamma;p21
PMC2925892	2010	increases_activity	Cyclin B1/Cdk1 Phosphorylation of Mitochondrial p53 Induces Anti-Apoptotic Response	 damage induced by irradiation reaching a certain threshold is able to trigger adaptive cellular response by activating a nuclear-to-mitochondrial protein influx including p53	damage;p53
PMC3095899	2011	increases_activity	hTID-1 defines a novel regulator of c-Met Receptor signaling in renal cell carcinomas	 hTid-1S overexpression selectively modulates the MAPK branch of ErbB2	hTid-1S;ErbB2
PMC3164452	2011	increases_activity	"The role of RelA (p65) threonine 505 phosphorylation in the regulation of cell growth, survival, and migration"	" Analysis of the expression of other genes with a role in apoptosis indicated that NOXA (also known as PMA-induced protein 1, PMAIP1) was induced in these cells in a RelA-dependent manner upon cisplatin treatment ( and Supplemental Figure S3//3B)."	cisplatin;Bcl-xL
PMC2995822	2010	increases_activity	Direct interaction between NHERF1 and Frizzled regulates Î_-catenin signaling	" In NHERF1 expressing cells , the addition of Wnt5a induced a translocation of Dvl2 to the plasma membrane ."	Wnt5a;Dvl2
PMC3009749	2010	increases_activity	Unregulated miR-96 Induces Cell Proliferation in Human Breast Cancer by Downregulating Transcriptional Factor FOXO3a	" Activation of each member of the FOXO subfamily in cells can upregulate cell-cycle inhibitors p21Cip1 and p27Kip1 and downregulate the cell cycle regulator cyclin D1 and 2 ( cell-cycle related genes ) , consequently leading to G1 and S arrest of cells    -   ."	FOXO subfamily;p21Cip1
PMC3001855	2010	decreases_activity	Resveratrol Induces Growth Arrest and Apoptosis through Activation of FOXO Transcription Factors in Prostate Cancer Cells	 Overexpression of PTEN-G129E or PTEN-G129R in LNCaP cells significantly inhibited resveratrol induced apoptosis than those transfected with wild type PTEN .	PTEN-G129R;resveratrol
PMC2928679	2010	increases_activity	Ubiquitin-specific proteases 7 and 11 modulate Polycomb regulation of the  tumour suppressor	" p16INK4a, which activates the pRb"	p16INK4a;pRb
PMC2828807	2010	decreases_activity	Expression of hypoxia-inducible factor 1Î± in thyroid carcinomas	 High basal and hypoxia induced expression of HIF-1alpha in FTC-133 cells that harbour a phosphatase and tensin homologue ( PTEN ) mutation was reduced by introduction of wild-type PTEN .	PTEN;tensin homologue
PMC3154041	2010	increases_activity	LKB1/PEA3/Î”Np63 Pathway Regulates PTGS-2 (COX-2) Transcription in Lung Cancer Cells Upon Cigarette Smoke Exposure	" SSE induced binding of the C/EBPbeta, NFkappaB, NF-YA, PEA3, p53"	SSE;p53
