source	time	person	location	organization	miscellaneous
emptywheel	2013-03-13T00:00:00	swartz|ausa heymann|peters|reilly|stephen heymann|elliot peters|michael picket|aaron swartz|ryan reilly|heymann	cambridge	carnegie mellon|ausa|mit|was secret service|internet archive|secret service|office of professional responsibility|doj	guerilla open access manifesto
emptywheel	2013-03-13T00:00:00	shaheed|joby warrick|ahmed shaheed|osama bin laden|sulaiman abu ghaith|warrick	fars news|qaeda|iran|mehr news|syria|saudi arabia	washington post|suleiman ξ abu ghaith|sunni muslim|special rapporteur|united nations|un|al-qaeda	iran-al qaeda|west
emptywheel	2013-03-12T00:00:00	trevor aaronson|mueller|ibrahim al-asiri|robert mueller|matt olsen|abu tarak|anwar al-awlaki	muslim	fbi|senate intelligence committee|global threat hearing|al qaeda|awlaki|the terror factory|national counterterrorism center	undiebomb|qaeda|islamic
emptywheel	2013-03-12T00:00:00	kimberly dozier|adam goldman|joanne leon|greg miller|nouri al-maliki|miller	pakistan|qaeda|iran|kabul|afghanistan|iraq	taliban|ξ special operations|cia|counterterrorism service|cts|wall street journal|al-qaeda|special operations forces	afghan
emptywheel	2013-03-11T00:00:00	manning|bradley manning|bill keller|gosztola|mitchell|nathan fuller|greg mitchell|kevin|kevin gosztola|keller	lamo	times|new york times executive|wikileaks	continue|nyt
emptywheel	2013-03-11T00:00:00	graves|eric holder|leahy|ron wyden|tredy gowdy|pat leahy|james sensenbrenner|john conyers|jerry nadler|john cornyn|mueller|robert mueller|lee al franken mark begich susan collins john mccain bob goodlatte trent franks james|poe|rand paul|nadler john conyers|gowdy|barbara lee|holder|dianne feinstein|grassley|bob goodlatte|chuck grassley|posse commitatus|paul|tom graves|wyden|ted poe|john mccain|john brennan|scott ted poe trey gowdy rand paul mark udall dick durbin tom udall jeff merkley|ron wyden dianne feinstein saxby chambliss chuck grassley|trent franks|brennan|bobby scott|barbara lee keith ellison raul	cornyn	olc|judiciary committees|office of legislative affairs|senate intelligence committee|director of national intelligence|committee|house judiciary|ξ intelligence|targeted killing memos|insurrection acts|ssci|national security act|intelligence authorization|doj	administration
emptywheel	2013-03-11T00:00:00	delery|holder|eric holder|john brennan|george bush|daniel klaidman|steven bradbury|leon panetta|stuart delery	appellee|awlaki foia|dag	yet delery|aclu's drone|deputy attorney general's office|cia|general council of dod|fbi|state department|attorney general|this court|dc circuit|principal deputy assistant attorney general|aclu|dod|foia|assistant ag|doj	acting|civil division
emptywheel	2013-03-11T00:00:00	shabwani|ali abdullah saleh|saleh|anwar al-awlaki	mareb|yemen	jabir shabwani|wsj|nyt	yemenis|yemeni
emptywheel	2013-03-11T00:00:00	karzai|chuck hagel|yousaf raza gilani|zardari|ahmadinejad|mahmoud ahmadinejad|asif ali zardari	tehran|parwan|pakistan|chabahar|iran|islamabad|afghanistan|india|maidan wardak	fars news|tadbir energy development group|us secretary of defense|usd|detention facility|express tribune|us sof|us special forces|nato	southeastern iranian|pakistani|islamic|iranian|afghan|indian|iran-pakistan
emptywheel	2013-03-10T00:00:00	mr. abdulmutallab|asiri|nidal hassan|charlie savage|faisal shahzad|abdulmutallab|mark mazzetti|shahzad|scott shane|jonathan tukel|abu tarek|hasan|samir khan|mr. awlaki|abdulrahman al-awlaki|anwar al-awlaki	arabian peninsula|times square|yemen	ibrahim al asiri|al qaeda|nidal hasan|awlaki|nyt|abdulmutallab's|abu tarak	muslim|nigerian|olc|saudi|internet|yemeni-american
emptywheel	2013-03-09T00:00:00	senator graham|hamid karzai	parwan|afghanistan	taliban|bagram air base|detention facility|new york times	afghans|afghan|american-held
emptywheel	2013-03-08T00:00:00	george washington|earnest|josh earnest|john brennan|olivier knox|sixth amendments|brennan|joe biden	fourth|roosevelt room	national archives|america's|cia|bill of rights	amendments|constitution
emptywheel	2013-03-08T00:00:00	lara jakes|peter king|abu ghaith|suleiman|eric holder|abu gaith|osama bin laden|sulaiman abu ghaith|barack obama	iran|ankara|jordan|guantanamo bay|turkey|new york|kuwait|cuba	new york republican|special forces|u.s. department of justice|justice department|new york city police department|ξ house homeland security committee|cia|southern district of|national security division|u.s. department of state|fbi|npr|washington post|united states marshals service|justice department's office of international affairs|joint terrorism task force|u.s. attorney's office|abu ghayth	jordanian|great war|turkish
emptywheel	2013-03-07T00:00:00	levin|carl levin|gary peters	michigan	senate armed services committee|permanent subcommittee|treasury	afghans|afghan|u.s. senate
emptywheel	2013-03-07T00:00:00	karzai|david petraeus|james steele|steele|donald rumsfeld|negroponte|john sattler|under reagan|hamid karzai|rumsfeld|john negroponte|kirk	afghanistan|the pentagon|maidan wardak|fallujah|salvador|central america|iraq|honduras|el salvador	pentagon|marine|newsweek|bbc arabic|coin|sunni|afghan local police|us special operations|petraeus|petraeus' coin	salvadoran|iran-contra|central american|reagan|guardian|iraqis
emptywheel	2013-03-06T00:00:00	shane todd	singapore	financial times|huawei	chinese
emptywheel	2013-03-06T00:00:00	karzai|marcy|hamid karzai|lindsey graham	parwan|kabul|afghanistan	holder|detention facility|radio free europe|united nations	afghans|us-run|afghan
emptywheel	2013-03-05T00:00:00	marcy	uk|japan|russia|toronto|germany|france|italy|saudi arabia|china	qqdr|state department| ξ the department of defense|quadrennial diplomacy and development review|qdr|yet congress|flickr while|quadrennial defense review	swedish
emptywheel	2013-03-05T00:00:00	patterson|john engler|diego rivera|rick snyder|l. brooks patterson|belle isle	detroit	oakland county|se mi|detroit institute|dia|city	african american|arts|southeast mi
emptywheel	2013-03-05T00:00:00	falco|chris woods	pakistan|babar ghar|afghanistan|north waziristan|south waziristan|cia|yemen|gao	taliban|long war journal|c.i.a.|falco uav|pakistan air force|new york times|inter services public relations|the bureau of investigative journalism|ispr|his high holiness of moral rectitude john brennan|express news ξ|air force|times|express tribune	qaeda-linked|predator|italian|orakzai|pakistani|shamsi air base|spin wam
emptywheel	2013-03-04T00:00:00	raw thought|via twitter|queen|aaron swartz|norton|swartz|steve|adam|manifesto|stephen heymann|quinn norton|aaron|rosetta stone|heymann|aaron's	ada|atlantic|san francisco	demand progress|sopa / pipa|nyt|wikileaks|secret service|jstor|doj	guerilla open manifesto|listservs|guerrilla open access manifesto|feds
emptywheel	2013-03-04T00:00:00	diplomacy fail|douglas lute|johns hopkins|dawn johnsen|barack obama|nasr|holbrooke|george w. bush|dean|vali nasr|richard holbrooke	pakistan|retreat|afghanistan|middle east	advanced international studies|inside story of how	dispensable nation|afghan
emptywheel	2013-03-04T00:00:00	martinez|salvador martinez	mexico|ciudad ju��rez|ju��rez|	spiegel|human rights watch	dea|mexicans|mexican
emptywheel	2013-03-01T00:00:00	graves|trey gowdy|eric holder|leahy|ron wyden|pat leahy|james sensenbrenner|john conyers|jerry nadler|john cornyn|mueller|robert mueller|poe|rand paul|gowdy|holder|dianne feinstein|grassley|bob goodlatte|chuck grassley|posse commitatus|paul|tom graves|wyden|ted poe|john brennan|trent franks|bobby scott	cornyn	olc|gang of eight|judiciary committees|office of legal counsel||senate intelligence committee|office of legislative affairs|director of national intelligence|house judiciary|ξ intelligence|committee'|house judiciary committee|insurrection acts|ssci|national security act|intelligence authorization|doj	administration
emptywheel	2013-03-01T00:00:00	rick snyder|snyder	michigan|detroit	emergency manager|voting rights act|em	african americans|latinos
emptywheel	2013-03-01T00:00:00	sterling|manning|baquet|bradley manning|gosztola|michael calderone|dan froomkin|jeffrey sterling|margaret sullivan|kevin gosztola|dean baquet	pentagon|iraq	ξ times ξ|state department|office of the director of national intelligence|fbi ξ|ξ post|nyt|wikileaks|ξ timescommunicated|defense intelligence agency|war logs	risen|wapo|afghan
emptywheel	2013-03-01T00:00:00	perry|holder|rankin|adam bonin|j. lee rankin	daily kos|verrilli|hollingsworth|kansas	olc|obama administration|brown v. board|eisenhower|eisenhower administration|brown v. board of education	administration
emptywheel	2013-03-01T00:00:00	covington|ben protess|lanny breuer|lanny	new york|usa attorneys	covington & burling|justice department|nyt| frontline	minutes|criminal division
emptywheel	2013-02-28T00:00:00	john bellinger|bellinger|zoe lofgren|lofgren|tom daschle|daschle	world trade center	executive|executive branch|use military force|aumf	authorization
emptywheel	2013-02-28T00:00:00	denniston|dellinger|walter dellinger|chris kluwe|eric holder|williams|kluwe|stephen reinhardt|boies|mirko ili��|barack obama|mirko|donald verrilli|perry|pete williams|anthony m. kennedy|brendon ayanbadejo|ayanbadejo|lyle denniston	olson|california|hollingsworth|new york|massachusetts	hollingsworth v. perry|obama administration|romer|nfl|prop|proposition|supreme court|perry prop|obama justice dept|nbc|doma|abc news|fourth amendment|romer v. evans|equal protection and due process clauses	solicitor|all americans|mr. obama|administration's
emptywheel	2013-02-28T00:00:00	carrie johnson|ben wittes|easterbrook|nasser al-awlaki|daniel klaidman|jack goldsmith|bob goodlatte|jameel jaffer|chuck hagel|vaughn|tommy vietor|khan|samir khan|john brennan|brennan|judge easterbrook|sam alito|option	pakistan|benghazi|yemen|wittes|note	bush administration|marcy|judiciary committees|usg|intelligence committee|awlaki and khan|nyt|awlakis and khans|msnbc lawfare|fbi|npr|information act directive|d.c. circuit|tea partiers|the president|benghazi truthers|congressional|cia|senate intelligence committee|committee|memorandum of notification|aclu|foia|national journal|house judiciary committee|talking point|intelligence committees|fast and furious	feinstein|awlaki|circuit|administration|abdulrahman
emptywheel	2013-02-28T00:00:00	daniel benjamin|michael sheehan|obama's	pentagon|algeria|mali	state department|senate intelligence committee|al qaeda|nyt|national journal|mokhtar belmokhtar	union|algerian|administration
emptywheel	2013-02-27T00:00:00	ξ inspire|khan|samir khan|pham|minh quang pham|anwar al-awlaki|anna chapman	arabian peninsula|uk|islam|heathrow|vietnam|yemen|telegraph|britain	aqap|home office|mahdi hashi|issue|internet archive|bureau|doj|tbij	british|vietnamese
emptywheel	2013-02-27T00:00:00	haley barbour|abdulrazzaq jamal|mohamed abdulwali|mcneal|gregory mcneal|adam baron	rada|beit|qaida|lawfare|iraq|abyan	yemeni adnan al qadhi|qaeda|ngo|aqap|while qadhi|qaida's|kill list|qadhi	yemeni
emptywheel	2013-02-27T00:00:00	wardak|moi|stanley mcchyrstal|david petraeus|zrawar zahid|hamid karzai|musa khan akbarzada	ghazni|afghanistan|stability|ghazni province|coalition	washington post|taliban|nds|progress toward security|coin|insider threats|afghan local police|alp|maidan wardak|new york times|us special operations|special operations joint task	afghan
emptywheel	2013-02-26T00:00:00	julian sanchez|clapper|oral arg|alito|stephen breyer|sam alito	amnesty	federal government|n.|government's|administration's|lujan v. defenders of wildlife	s.|article iii|judiciary
emptywheel	2013-02-26T00:00:00	john conyers|jerry nadler|john mccain|john brennan|mcneal|brennan|gregory mcneal|bobby scott|ally targets	pakistan|yemen	propublica|kill list shiny object|al qaeda|aumf targets|covert action targets|kill list|aumf	administration
emptywheel	2013-02-26T00:00:00	karzai|rosenberg|marcy|sahr muhammedally|robert gibbs|hamid karzai|matthew rosenberg	wardak|kabul|afghanistan|conflict|maidan wardak	washington post|taliban|jsoc|u.s. special operations|ξ center for civilians|special operations|cia|because special operations|american special operations|new york times|us special operations|nato	joint chiefs|afghan|glomar-type
emptywheel	2013-02-26T00:00:00	berger|saxby chambliss|michael scheuer|george tenet|sandy berger|scheuer|obama's|john brennan|david ignatius|brennan|osama bin laden	afghanistan|riyadh|cia|yemen|arabian|petraeus	senate intelligence committee|taliban|director tenet|national security adviser	osama|saudis|saudi
emptywheel	2013-02-25T00:00:00	dianne feinstein|mike morell|mark boal|kathryn bigelow|morell|oscar hopes	cia|brennan's	senate intelligence committee|reuters|central intelligence agency|zero dark thirty|acting director|ssci	oscars
emptywheel	2013-02-25T00:00:00	karzai|david petraeus|jack keane|hamid karzai|david h. petraeus	wardak|kabul|afghanistan|maidan wardak	washington post|the post|special operations|ministry of defense|afghan local police|us special operations|human rights watch|nato	army|afghan|guardian continue|a.l.p.
emptywheel	2013-02-23T00:00:00	swartz|manifesto|aaron swartz|] reich	web	fair use|guerilla manifesto|the huffington post|justice department| justice department|the' manifesto|guerilla open access manifesto|doj	huffpo
emptywheel	2013-02-22T00:00:00	garner|kamal derwish|dick cheney| garner|armando llorens|robert delahunty|adam serwer|yoo|john yoo|scott v. harris|george w. bush|ξ place|cf scott|special counsel|ξ garner|anwar al-awlaki	buffalo|lackawanna|files|see tennessee|tennessee|bahrain|yemen|attack	bush administration|first dead american the|defense department|see ξ memorandum|white paper|posse comitatus act|executive branch|six|office of legal counsel|aumf|obama administration's november|deadly force against civil aircraft threatening|posse comitatus question first|office of legal counsel memo|us'|justice department|cia|national security agency|supreme court|fourth amendment|dod|pca|lackawanna six|doj	summer olympic games
emptywheel	2013-02-22T00:00:00	chuck hagel|ξ obama|dianne feinstein|tommy vietor|feinstein|john brennan|hagel|steven bradbury|brennan|collins|susan collins	pakistan|algeria|yemen|mali	senate intelligence committee|olc|cia|intelligence committee|this national journal	saudis|yemeni|administration
emptywheel	2013-02-22T00:00:00	admiral isoroku yamamoto|holder|eric holder|koh|osama bin laden|harold koh	pearl harbor	battle of midway|senate judiciary committee|battle of midway'	world war ii|qaeda|japanese
emptywheel	2013-02-21T00:00:00	matthews|william matthews|judge louise flanagan|scott bloch|blackwater|gary jackson|aaron swartz|william wheeler matthews|bloch|jackson|louise w. flanagan|judge flanagan|navy seals|thomas g. walker	jordan|raleigh|north carolina	xe / academi|us government|deferred prosecution agreement|criminal information|eastern district of|office of special|camden county sheriff's office|doj press release|sections|dpa|s moyock|eastern district of north carolina|blackwater worldwide|obama department of justice|federal rules of criminal procedure|doj	required investigation
emptywheel	2013-02-21T00:00:00	hellerstein|david petraeus|kamal derwish|james jones|george bush|silvestre reyes|leon panetta|umar farouk abdulmutallab|abu ali|ruben shumpert|binyam mohamed|nidal hasan|ali abdullah saleh|dearborn|alvin hellerstein|anwar al-awlaki	somalia|awlaki|fort hood	fbi|ic|imam luqman asmeen abdullah|gang of eight|memorandum of notification|mon|british high court|use military force|gloves come off mon|the administration	british|yemeni
emptywheel	2013-02-21T00:00:00	drone|katyal|ted olson|reggie walton|neal katyal|thomas hogan|anwar al-awlaki	aclu	district court|fisa court|targeted killing court|bush administration|cia|acting|executive branch|dc district|fisa|aumf	executive|congressional|libby|awlaki|solicitor general|administration
emptywheel	2013-02-21T00:00:00	charlie crist|scott|benedict arnold|ted yoho|rick scott|slade obrien|everett wilkinson	florida|floridians	tea party|palm beach gardens|obama's affordable care act|affordable care act|professional crazy|prosperity|tea partier	ap|medicare|obamacare|medicaid
emptywheel	2013-02-21T00:00:00	j. christopher stevens|brennan	libya|benghazi	senate intelligence committee|justice department|intelligence committee|national security act	administration
emptywheel	2013-02-20T00:00:00	carrie cordero	executive|drone|palestine	armed forces|fisa court|taliban|authorization for use of military force|drone strikes|targeted killing fisa court|public law|aumf	ndaa
emptywheel	2013-02-20T00:00:00	john allen|chuck hagel|allen|david petraeus|ricks|henry|barack obama|tom ricks	kabul|afghanistan|iraq|soviet union	new york times|did you beat tiger|nato	afghan
emptywheel	2013-02-19T00:00:00	harman|drone|jane harman	iran	fisa court|targeted killing court|first amendment|schoolhouse rock|wikileaks|ct court|fisa	executive
emptywheel	2013-02-19T00:00:00	information|unrestricted warfare|gordon r. sullivan|sullivan|wang xiansui|qiao liang	cover|china	prc|the new york times|chief of staff|endnote|cia's foreign broadcast information service|prc's|gps|global positioning system|u.s. army|mootw	chinese
emptywheel	2013-02-19T00:00:00	h. rap brown|luqman abdullah|abdullah|jamil abdullah	florence|columbia|georgia|los angeles|detroit|south carolina	fbi agents|fbi|colt|youtube|glock|fbi's hostage rescue|hostage rescue team	k-9|islamic|sunni
emptywheel	2013-02-18T00:00:00	g��rard depardieu|depardieu|viktor bout|stanley mccrystal	russia|europe|kuwait towers|france	flickr|when national geographic magazine|foreign affairs|generation kill'| generation kill|ar drone	cajie|french
emptywheel	2013-02-18T00:00:00	garrett epps|armando llorens|preston|present danger|david cole|colleen mcmahon|cole|tom clancy|jane mayer|while wyden|chief executive|stephen preston|anwar al-awlaki	article ii|uganda|u.s. constitution|drone|brennan	authorization for use of military force|olc|posse comitatus act|aumf|president bennett|presidential finding|authorization for use|the president|national security act|ξ authorization|targeted killing court|general counsel|lord's resistance army|obama administration|use of military force|cia|awlaki|intelligence committees'|section|united sates|administration|lra	holder|colombian|u.s. law
emptywheel	2013-02-18T00:00:00	pervez musharraf|louie gohmert|shakeel afridi|sayyari|zardari| sayyari|rohrabacher|dana rohrabacher|osama bin laden|steve king|asif ali zardari	port|iran|gwadar|oman|gwatr gulf|sea|baloch|islamic republic|balochistan|soviet union|pakistan|singapore authority|china|arabian sea	navy commander rear admiral habibollah sayyari|psa international|port of singapore authority|ports holding company limited	iranian|indian|chinese
emptywheel	2013-02-18T00:00:00	said ali al-shihri|baquet|john o. brennan|shihri|brennan|margaret sullivan|leonhardt|sullivan|anwar al-awlaki|dean baquet	arabian peninsula|yemen|arabian|saudi arabia	qaeda|al qaeda|the times|some web|cia|nyt|hound-cum-new york times|new york times	yemenis|american-born|c.i.a.|saudi|gitmo|saudi gitmo
emptywheel	2013-02-17T00:00:00	antonin scalia|holder|colleen mcmahon|judge|eric holder|james madison| constitutional|samir khan|philip dore|dore|l. rev.|targeted killings|mcmahon|anwar al-awlaki	afghanistan|yemen|authorization	article ii|awlaki'|vaughn indices|executive'|statutory concerns|cia|treason|use military force|executive branch|war|aumf|executive|article|aclu|foia|abdulrahman al-awlaki|post-world war ii|federalist no.|administration|treason clause	al-awlaki|awlaki|government|judiciary|king|american citizens|constitution
emptywheel	2013-02-17T00:00:00	krauthammer|jane fonda|charles krauthammer|williamson|kevin williamson|mccarthy|john brennan|abdulmutallab|ali abdullah saleh|andrew mccarthy|umar farouk abdulmutallab|anwar al-awlaki	pentagon|awlaki|vietnam	olc|internet'|obama's justice department|administration's	islamic|kill list|al-qaeda
emptywheel	2013-02-16T00:00:00	jeh johnson|colleen mcmahon|no list|eric holder|bennett|john brennan|chief executive|stephen preston|john bennett|anwar al-awlaki|preston	awlaki	article ii|general counsel|aclu awlaki|cia|aumf|u.s. constitution|no number|attorney general|number no list|plaintiffs' foia|homeland security and counterterrorism|u.s. government|aclu|dod|foia|cia clandestine services|national security act|northwestern university law school	glomar|u.s. law
emptywheel	2013-02-16T00:00:00	peter schuck|peter king|schock|nidal hasan|awlaki	yemen	ξ state department	webster|irish|constitution
emptywheel	2013-02-15T00:00:00	george w. bush|chris stevens|john brennan|cameron munter|brennan	libya|pakistan|benghazi|afghanistan|state	department of state|ambassador|cia|chief of station|chief of mission	committee|mission
emptywheel	2013-02-15T00:00:00	latif|drone|uthman|john brennan|anwar al-awlaki	yemen|pre-crime|abdulrahman al-awlaki	article ii|targeted killing ) court|pre-crime court|the administration|crosstalk|targeted killing|aumf|fisa court|executive|dc circuit|aqap|targeted kiling ) court	gitmo|administration
emptywheel	2013-02-14T00:00:00	seth long|damien walter|christopher dorner|ted kaczynski	bloomberg businessweek|china	dell computers|mit technology review|aeon magazine|maker faires|syracuse university	chinese
emptywheel	2013-02-14T00:00:00	paul|john brennan|ron wyden|brennan|politico|rand paul|anwar al-awlaki	yemen	senate intelligence committee|national security act and posse comitatus|posse comitatus act|targeted killing memos|national security act	attorney general
emptywheel	2013-02-14T00:00:00	mohammed|khan|hafiz khan|carol rosenberg|izhar khan|khalid sheik mohammed	pakistan|islamabad|miami|fla.|margate|south florida	state department|taliban|pakistani assembly|pakistani taliban|cia|oca|marriott hotel	pakistani
emptywheel	2013-02-14T00:00:00	lew|jack lew|burr|dianne feinstein|tom coburn|joshua hersh|richard burr|ron wyden|treasury secretary|valentine's day|james inhofe|hersh|mark udall|denis mcdonough|john brennan|brennan|alexander hamilton|collins|aaron burr|susan collins	libya|benghazi	senate intelligence committee|presidential daily briefs|olc|committee|armed services committee ranking|murdoch	libyan
emptywheel	2013-02-13T00:00:00	marco rubio|martin heinrich|samir khan|pham|minh quang pham|john brennan|brennan|anwar al-awlaki	uk|yemen	fbi|executive order|sixth amendment|mirandized|fbi'|army field manual	vietnamese|brits
emptywheel	2013-02-13T00:00:00	ξ antecedant|hawaiian|don'|wong kim ark	hawaii|china	arizona sb|sb|wikimedia president obama	hawaiians|union|english
emptywheel	2013-02-13T00:00:00	justice powell|mark udall|ron wyden	ann arbor	fisa amendments act|church committee|keith case ξ|fisc|executive branch|targeted killing|drones|fisa court|the fourth amendment|fourth amendment|keith|administration's|white panther party	drone|ndaa|cia|nixon|administration
emptywheel	2013-02-13T00:00:00	tonight|applause|barack obama	afghanistan	ansf|fact sheet|afghan national security forces|nato	qaeda|union|afghan
emptywheel	2013-02-12T00:00:00	chuck grassley|dianne feinstein|jay rockefeller|angus king|saxby chambliss|john brennan|patrick leahy|dutch ruppersberger|jay|brennan|mike rogers|anwar al-awlaki	targeted killing	senate intelligence committee|fisa drone|obama administration|committee|gang of four|cia|intelligence committee|central intelligence agency|targeted killing ) court|cia director|al qaida|executive branch	chair
emptywheel	2013-02-12T00:00:00	ramin mehmanparast|netanyahu|mehmanparast	iran|north korea|israel	foreign ministry|united nations	iranian|western|west
emptywheel	2013-02-11T00:00:00	holder|angus king|john brennan|brennan| brennan|anwar al-awlaki	harvard	fisa drone|targeted killing ) court|holder's northwestern|crosstalk	qaeda
emptywheel	2013-02-11T00:00:00	george w. bush|dianne feinstein|feinstein|john brennan|brennan	pakistan	department of justice|intelligence authorization act|cia|cia director|the president|administration's	administration
emptywheel	2013-02-11T00:00:00	scott ritter|joe sims|joseph harold sims|judge alex macaulay|sims	anderson|georgia|wmd	department of justice|fbi|waffle house|waffle house four	anderson county courthouse
emptywheel	2013-02-08T00:00:00	dianne feinstein|leahy|john brennan|valentines day|grassley|patrick leahy|ron wyden|pat leahy	grasslese	senate select committee|senate intelligence committee|olc|committee|our committee|senate judiciary committee|intelligence committees|ξ office of legal counsel|senate judiciary committee chair|executive branch|intelligence	department|administration
emptywheel	2013-02-07T00:00:00	pete hoekstra|dianne feinstein|faisal shahzad|abdulmutallab|awlaki|umar farouk abdulmutallab|anwar al-aulaqi|william webster|hasan|samir khan|nidal hasan|john brennan|webster|brennan|christmas day|anwar al-awlaki	aulaqi|san diego|fort hood	fbi|senate intelligence committee|first amendment|aqap|gang of four|cia|administration's|executive branch|northwest airlines flight	islamic|anti-american|administration
emptywheel	2013-02-07T00:00:00	marcy	iran|kandahar|islamic republic	pj evans|high altitude missions branch|the electro-optic camera|new york times|eoc|nasa ames research center	mehr news|sentinel|rq-170
emptywheel	2013-02-07T00:00:00	thomas drake|john brennan|daniel klaidman|awlaki|brennan|larry sanchez|anwar al-awlaki	yemen|new york city|arabian|iraq|national counterterrorism center	terrorist threat integration center|ic|nypd|inspector general|intelligence community|cia|webster|underwear bomber	yemenis|osama|saudis|saudi
emptywheel	2013-02-06T00:00:00	john brennan	pakistan|khost|israel|egypt|saudi arabia	additional prehearing questions|title|arab spring|cia|doj|chief of mission|joint terrorism task forces	saudi
emptywheel	2013-02-06T00:00:00	citrus county|bill johnson|ivan penn|johnson	florida|gulf|tampa	ceo|progress|progress energy florida|crystal river|duke|duke energy|wall street journal|tampa bay times|progress energy|florida containment dome crackers	atlantic
emptywheel	2013-02-06T00:00:00	dianne feinstein| well|wyden|john cornyn|jay carney|anwar al-awlaki|anwar al-aulaqi	arabian peninsula|yemen	article ii|department of justice|attorney general|senate intelligence and judiciary committees|gang of four|intelligence committee|administration's|office of legal council	christmas day
emptywheel	2013-02-05T00:00:00	john brennan|daniel klaidman|brennan|klaidman|anwar al-awlaki	arabian peninsula|riyadh|yemen|saudi arabia	washington post|post|aqap|cia	yemenis|saudis|saudi|yemeni
emptywheel	2013-02-05T00:00:00	john o. brennan|dan's|john brennan|security|anwar al-awlaki	afghanistan	common article|see hamdan v. rumsfeld|our values and laws|harvard law school|al qaeda|strengthening our security|homeland security and counterterrorism|al jazeera english|geneva conventions	program
emptywheel	2013-02-05T00:00:00	charles stewart|scott|��Ȋ�� detzner|barack obama|mitt romney|bainter|rick scott|andy gardiner|jack latvala|gardiner|election day	columbia|florida|clearwater|maryland|orlando|virginia|massachusetts|south carolina	cbs news|republican party|new york times|senate's|tampa bay times|state ken detzner	fair districts|rpof
emptywheel	2013-02-04T00:00:00	tim shorrock|defense news|dick cheney|john brennan|brennan|norm eisen	detroit	analysis corporation|tac|the analysis corporation	christmas day
emptywheel	2013-02-04T00:00:00	goldsmith|sanger|david sanger|thomas rid|jack goldsmith|operations guide	iran	ddos|wikileaks|doj's domestic investigations|doj	wapo|chinese|administration
emptywheel	2013-02-04T00:00:00	pishgam|hassan shah-safi| pishgam|brigadier|mohammad ebrahimi|bomb|john mccain|ahmad vahidi|ataollah salehi|ebrahimi|mahmoud ξ ahmadinejad	iran|persian gulf|islamic republic|bomb iran	ten-day dawn|iriaf|iran air force|lockheed martin|so ahmadinejad|ahmadinejad's|the associated press	farsi|iranians|islamic revolution|iranian
emptywheel	2013-02-04T00:00:00	john brennan|jack goldsmith|daniel klaidman|klaidman	pakistan|northern africa|somalia|afghanistan|mali|yemen|islamic maghreb|iraq|syria	qaeda|rule book|cia|aumf	islamist|al-nusra front
emptywheel	2013-02-04T00:00:00	john brennan|daniel klaidman|brennan|abdulrahman al-awlaki|gregory johnsen|klaidman	yemen|saudi arabia	aqap|cia|cia station chief	yemenis|qaeda|saudis|saudi|yemeni|anti-american
emptywheel	2013-02-03T00:00:00	thiessen|hayden|marc thiessen|john rizzo|jose|jessen|abu ahmed al-kuwaiti|john|michael hayden|rodriguez|saletan|khalid sheikh mohammed|will saletan|jose rodriguez|mitchell|jose's|jay rosen|rosen	pentagon|new york|iraq	bush administration|obl|al qaeda|ibn sheikh al-libi'	eit|iraqis
emptywheel	2013-02-02T00:00:00	davis|ronnie brown|moss|randy moss|jim harbaugh|vernon davis|michael crabtree|tom benson|mercedes benz|doug thornton|lewis|roger goodell|john harbaugh|ed reed|crabtree|ray lewis|nevles brown	emptywheel|new orleans|katrina|mississippi river|lower ninth|french quarter|san francisco	niners|superdome|big easy|new orleans saints|garden district|formula one circus|trash talk|saints|pats|ravens|federal emergency management agency	super bowl|raven|bay|super bowls|trash
emptywheel	2013-02-01T00:00:00	chu|bill burns|james mattis|panetta|prince mohammad|eric holder|steven chu|janet napolitano|director|secretary|neal wolin|hillary clinton|timmeh|keith b. alexander|john brennan|turbotax timmeh|robert mueller|brennan|robert clapper	saudi arabia	homeland security|technical cooperation agreement|tca|national security agency|fbi|dod'|department of energy|national security advisor tom donilon|dhs|doe|national intelligence james|treasury|federal bureau of investigation	saudis|mbn|aramco
emptywheel	2013-02-01T00:00:00	chuck hagel|jon soltz|hillary clinton|graham|daniel davis|hagel|rajiv chandrasekaran|lindsey graham	iran|afghanistan|mali|israel|iraq	sasc|defense department|ansf|department of defense|ana|senate armed services committee|washington post|benghazi|committee|huffington post|dod|special inspector general	israeli|afghan|iranian
emptywheel	2013-01-31T00:00:00	john bellinger|bellinger|jack goldsmith|noor khan	pakistan|uk|britain	obama administration|bush administration|binyam mohammed| gloves come off' memorandum|guantanamo|intelligence committees|will drone strikes become obama's guantanamo	european|british|administration
emptywheel	2013-01-31T00:00:00	chuck hagel|levin|hagel|carl levin	guatemala	united sates code|sasc|twitter|jsoc|chain of command|joint chiefs of staff|president's intelligence advisory board|secretary of defense|uniform code of military justice|code	rios montt|chairman
emptywheel	2013-01-31T00:00:00	nuclear program|david albright|jahn|fredrik dahl|fitzpatrick|joby warrick|mark fitzpatrick|george jahn|dahl	tehran|iran|vienna|natanz|israel|west	institute for science and international security|ap|times|associated press thursday|reuters|associated press|international atomic energy agency| this|islamic republic|new york times|united nations|u.n.|url|iaea	israeli|iranian|fordow
