id,date,type,city,state,ideology,group,description,image
504,08/11/2017,White Supremacist Event,Charlottesville,VA,Right Wing (White Supremacist),Multiple groups,"Approximately 200 individuals participated in a torch march through the University of Virginia campus in a prelude to the ""Unite the Right"" rally the following day.",
3310,8/11/2017,Anti-Semitic Incident:Harassment,Atlanta,GA,,,"A social media image of a group of high school students played a variation of beer pong, which they called ""Nazis vs. Jews"" went around the internet and community.",
4234,8/11/2017,Anti-Semitic Incident:Vandalism,Queens,NY,,,"Swastikas, an expletive, and other crude imagery were discovered drawn on a car.",
2124,08/10/2017,White Supremacist Propaganda,Salt Lake City,UT,Right Wing (White Supremacist),Vanguard America,"Vanguard America, a neo-Nazi group, posted flyers at the University of Utah. The flyers read: ""Stop the rapes, stop the crime, stop the murder, stop the blacks.""",
4232,8/10/2017,Anti-Semitic Incident:Harassment,Queens,NY,,,Confidential,
4233,8/10/2017,Anti-Semitic Incident:Vandalism,Suffern,NY,,,Sign with Jewish iconography vandalized.,
2347,08/09/2017,White Supremacist Propaganda,St. Louis,MO,Right Wing (White Supremacist),Alt Right St Louis,"An alt right group in St. Louis hung a banner which read: ""Hands up don't shoot is anti-white fake news.""",
4230,8/9/2017,Anti-Semitic Incident:Vandalism,NY,NY,,,Swastikas drawn on newspaper box that holds Jewish newspapers and print media.,
4231,8/9/2017,Anti-Semitic Incident:Vandalism,NY,NY,,,Confidential,
3240,8/8/2017,Anti-Semitic Incident:Vandalism,Palm Coast,FL,,,"Three homes vandalized with images of swastikas, cross-hairs, and references to white power",
4229,8/8/2017,Anti-Semitic Incident:Harassment,Amityville,NY,,,Confidential,
1135,8/7/2017,Extremist/Police Shootout,Indianapolis,IN,Right Wing (Anti-Government),,"Police arrested sovereign citizen John Jones-Bey after a three-hour standoff in which he barricaded himself in his home. The incident started when, armed with a handgun, Jones-Bey allegedly shot at Center Township constables attempting to serve him with an eviction notice.",
3524,8/7/2017,Anti-Semitic Incident:Vandalism,Marblehead,MA,,,Confidential,
3525,8/7/2017,Anti-Semitic Incident:Vandalism,Marblehead,MA,,,Swastika drawn in the dirt at Marblehead High School's softball field.,
3708,8/7/2017,Anti-Semitic Incident:Vandalism,Grain Valley,MO,,,"Swastika, ""KKK,"" and obscene images scrawled on boy's car.",
2238,08/06/2017,White Supremacist Event,Santa Monica,CA,Right Wing (White Supremacist),,"Approximately 25 alt right activists attempted to disrupt a meeting of the Santa Monica Committee for Racial Justice.

",
3681,8/5/2017,Anti-Semitic Incident:Harassment,Minnetonka,MN,,,Confidential,
2932,8/4/2017,Anti-Semitic Incident:Harassment,Grass Valley,CA,,,Jewish man target of anti-Semitic posts on Facebook and other sites.,
3060,8/4/2017,Anti-Semitic Incident:Vandalism,Colorado Springs,CO,,,Swastikas and other Nazi symbolism spray-painted on Temple Beit Torah.,
3523,8/4/2017,Anti-Semitic Incident:Vandalism,Marlborough,MA,,,"""Jew"" and the n-word were spray-painted on two locations at a construction site.",
3892,8/4/2017,Anti-Semitic Incident:Vandalism,Princeton,NJ,,,A swastika was found drawn on a chalkboard in a classroom at Princeton University.,
3891,8/3/2017,Anti-Semitic Incident:Harassment,Moorestown,NJ,,,Confidential,
3371,8/2/2017,Anti-Semitic Incident:Harassment,Chicago,IL,,,Confidential,
3522,8/2/2017,Anti-Semitic Incident:Vandalism,Boston,MA,,,Swastika found by the Brewer Fountain in Boston.,
4482,8/2/2017,Anti-Semitic Incident:Harassment,Doylestown,PA,,,"Election canvasser was told by a homeowner: ""I hope that Trump sends all you Jews to the oven.""",
258,08/2017,Terrorist Plot/Attack,Bloomington,MN,Right Wing (Anti-Government),,"Four members of a small militia group dubbed the White Rabbit Militia were arrested in August 2017. Three of the men, Michael Hari, Joe Morris and Michael McWhorter, allegedly drove to Bloomington, MN, to bomb the Dar Al-Farooq Islamic Center mosque there. Also arrested, for other crimes but not this bombing, was Ellis Mack. The group also allegedly robbed Walmart stores and attempted to rob suspected drug traffickers in December 2017. In January 2018, they allegedly planted an incendiary device on railroad tracks and tried to extort money from a railway company by threatening to destroy more tracks.",
1828,08/2017,Terrorist Plot/Attack,Oklahoma City,OK,Right Wing (Anti-Government),,"Jerry Drake Varnell was arrested in August 2017 after he attempted to detonate an explosives-filled van outside the BancFirst building in Oklahoma City. The van did not contain real explosives, however, as Varnell was the subject of an undercover sting investigation. Varnell was charged with attempting to use an explosive device and attempting to use a weapon of mass destruction against interstate commerce.",
1854,08/01/2017,White Supremacist Propaganda,Orchard Mesa,CO,Right Wing (White Supremacist),Loyal White Knights,"Loyal White Knights, a Klan group, posted flyers in Orchard Mesa. The flyers read: ""BLM is killing white people.""",
3659,8/1/2017,Anti-Semitic Incident:Harassment,Detroit,MI,,,Confidential,
3889,8/1/2017,Anti-Semitic Incident:Harassment,Fort Lee,NJ,,,Confidential,
3890,8/1/2017,Anti-Semitic Incident:Harassment,Fort Lee,NJ,,,Confidential,
4480,8/1/2017,Anti-Semitic Incident:Harassment,Upper Hanover Township,PA,,,A woman received anti-Semitic hate mail on three different occassions.,
4481,8/1/2017,Anti-Semitic Incident:Harassment,Upper Perkiomen Valley,PA,,,Anti-Semitic and racist cartoon mailings sent to homes in residential neighborhood.,
634,07/31/2017,White Supremacist Propaganda,Columbus,OH,Right Wing (White Supremacist),East Coast Knights,"East Coast Knights, a Klan group, left National Socialist Movement flyers and business cards at Clintonville homes.",
984,07/31/2017,White Supremacist Propaganda,Gloversville,NY,Right Wing (White Supremacist),Loyal White Knights,"Loyal White Knights, a Klan group, posted anti-drug flyers in Gloverville.",
3888,7/31/2017,Anti-Semitic Incident:Harassment,Cherry Hill,NJ,,,Confidential,
4692,7/31/2017,Anti-Semitic Incident:Harassment,Wisconsin Rapids,WI,,,"Flyers were posted in a supermarket that read: ""The Jews are trying to completely remove healthy, strong families by promoting RACE-MIXING.""",
2646,07/30/2017,White Supremacist Propaganda,Westmoreland City,PA,Right Wing (White Supremacist),Identity Evropa,"Identity Evropa, an alt right group, posted flyers at Westmoreland County Community College. The flyers read: ""Our Future Belongs to Us"" and ""Serve Your People.""",
3887,7/30/2017,Anti-Semitic Incident:Harassment,Lumberton Township,NJ,,,Confidential,
841,07/29/2017,White Supremacist Propaganda,Eugene,OR,Right Wing (White Supremacist),Daily Stormer,"A number of people affiliated with the Daily Stormer, an alt right website, distributed flyers at the University of Oregon. Andrew Oswalt was arrested carrying a concealed knife when campus police caught him distributing flyers with several other men.",https://www.adl.org/sites/default/files/styles/max_650x650/public/2018-07/023--Identity-Evropa---our-future-belongs-to-us.jpg?itok=GHvH0bgx
3401,7/29/2017,Anti-Semitic Incident:Vandalism,Fort Wayne,IN,,,Swastikas drawn on Jewish family's garage door.,
1686,07/28/2017,White Supremacist Event,Nashville,TN,Right Wing (White Supremacist),American Renaissance,The American Renaissance held their annual conference.,
2931,7/28/2017,Anti-Semitic Incident:Harassment,Redondo Beach,CA,,,"A woman received a letter from a food delivery person who alleged that the woman might be a Jew in the ""cheap/frugal sense"" because she did not tip him.",
4228,7/28/2017,Anti-Semitic Incident:Vandalism,East Meadow,NY,,,Confidential,
489,07/27/2017,White Supremacist Propaganda,Chapel Hill,NC,Right Wing (White Supremacist),Identity Evropa,"Identity Evropa, an alt right group, painted self-promotional graffiti in a walkway tunnel at the University of North Carolina at Chapel Hill.",
3521,7/27/2017,Anti-Semitic Incident:Vandalism,Melrose,MA,,,"About a half-dozen headstones were knocked over at the Netherlands Cemetery, a historically Jewish cemetery.",
4227,7/27/2017,Anti-Semitic Incident:Vandalism,Brooklyn,NY,,,A Jewish poster was ripped down from someone's home.,
445,07/26/2017,White Supremacist Propaganda,California,PA,Right Wing (White Supremacist),Identity Evropa,"Identity Evropa, an alt right group, posted flyers at the California campus of the University of Pennsylvania. The flyers read: ""Our Destiny is Ours"" and ""Let's Become Great Again.""",
858,07/26/2017,White Supremacist Propaganda,Fairfax,VA,Right Wing (White Supremacist),Identity Evropa,"Identity Evropa, an alt right group, posted flyers at George Mason University. The flyers read: ""Protect Your Heritage,"" ""Our Future Belongs to Us"" and ""Let's Become Great Again.""",https://www.adl.org/sites/default/files/styles/max_325x325/public/2018-07/020--Identity-Evropa---lets-become-great-again.jpg?itok=K65FqKoT
3886,7/26/2017,Anti-Semitic Incident:Vandalism,Mahwah,NJ,,,"The ""eruv"" boundary was vandalized.",
4224,7/26/2017,Anti-Semitic Incident:Harassment,Brooklyn,NY,,,Confidential,
4225,7/26/2017,Anti-Semitic Incident:Vandalism,Stewart Manor,NY,,,Confidential,
4226,7/26/2017,Anti-Semitic Incident:Vandalism,Hewlett,NY,,,Confidential,
125,07/24/2017,White Supremacist Propaganda,Atlanta,GA,Right Wing (White Supremacist),Identity Evropa,"Identity Evropa, an alt right group, posted flyers at Emory University. The flyers read: ""Our Future Belongs to Us.""",https://www.adl.org/sites/default/files/styles/max_650x650/public/2018-07/023--Identity-Evropa---our-future-belongs-to-us.jpg?itok=GHvH0bgx
3520,7/24/2017,Anti-Semitic Incident:Vandalism,Revere,MA,,,Swastika drawn on the glass door of an elevator at a public transit stop.,
3885,7/24/2017,Anti-Semitic Incident:Harassment,Lumberton Township,NJ,,,Confidential,
4221,7/24/2017,Anti-Semitic Incident:Vandalism,NY,NY,,,Confidential,
4222,7/24/2017,Anti-Semitic Incident:Vandalism,Malverne,NY,,,Confidential,
4223,7/24/2017,Anti-Semitic Incident:Vandalism,Queens,NY,,,Confidential,
1057,07/23/2017,White Supremacist Event,Headrick,OK,Right Wing (White Supremacist),Teutonic Knights,The Arizona-based Nordic Front Social Club and the Oklahoma-based Teutonic Knights gathered at the Forsaken Few MC clubhouse.,
4599,7/23/2017,Anti-Semitic Incident:Harassment,Austin,TX,,,Confidential,
1953,07/22/2017,White Supremacist Propaganda,Pittsburgh,PA,Right Wing (White Supremacist),Identity Evropa,"Identity Evropa, an alt right group, posted flyers at the University of Pittsburgh. The flyers read: ""Our Future Belongs to Us"" and ""Our Destiny Is Ours.""",https://www.adl.org/sites/default/files/styles/max_650x650/public/2018-07/023--Identity-Evropa---our-future-belongs-to-us.jpg?itok=GHvH0bgx
3755,7/22/2017,Anti-Semitic Incident:Harassment,Meredith,NH,,,Confidential,
2929,7/21/2017,Anti-Semitic Incident:Harassment,Riverside,CA,,,"Imam at mosque made anti-Semitic remarks during Friday sermon, which included a call to Allah to destroy the Jewish people.",
2930,7/21/2017,Anti-Semitic Incident:Harassment,Davis,CA,,,Imam incites violence against Jews in Friday sermon.,
3107,7/21/2017,Anti-Semitic Incident:Vandalism,Hartford,CT,,,Confidential,
3884,7/20/2017,Anti-Semitic Incident:Vandalism,Loch Arbour Village,NJ,,,Confidential,
4218,7/20/2017,Anti-Semitic Incident:Vandalism,Farmington,NY,,,Ongoing anti-Semitic Anti-Semitic Incident: Harassment and Anti-Semitic Incident: Vandalism.,
4219,7/20/2017,Anti-Semitic Incident:Vandalism,NY,NY,,,"Three swastikas and the word ""Nazi""written in a subway station.",
4220,7/20/2017,Anti-Semitic Incident:Vandalism,Ontario County,NY,,,Woman's front door vandalized with swastika and anti-Semitic graffiti.,
3519,7/19/2017,Anti-Semitic Incident:Vandalism,East Falmouth,MA,,,3 small swastikas were found on a playground at the Great Harbors Residential Association.,
4217,7/19/2017,Anti-Semitic Incident:Harassment,NY,NY,,,Thomas Lopez-Pierre filmed a video outside a synagogue in which he claimedJewish landlords are engaged in ethnic cleansing.,
3680,7/18/2017,Anti-Semitic Incident:Harassment,St. Paul,MN,,,Confidential,
4648,7/18/2017,Anti-Semitic Incident:Vandalism,Burlington,VT,,,Swastika and racial epithet found in bathroom of a public library.,
2928,7/17/2017,Anti-Semitic Incident:Vandalism,Aptos,CA,,,Confidential,
3745,7/17/2017,Anti-Semitic Incident:Harassment,Omaha,NE,,,Confidential,
3982,7/17/2017,Anti-Semitic Incident:Harassment,Albuquerque,NM,,,Confidential,
4214,7/17/2017,Anti-Semitic Incident:Harassment,NY,NY,,,"Individual received threatening email that read ""gas the Jews.""",
4215,7/17/2017,Anti-Semitic Incident:Harassment,NY,NY,,,Confidential,
4216,7/17/2017,Anti-Semitic Incident:Vandalism,Massapequa,NY,,,Confidential,
4213,7/16/2017,Anti-Semitic Incident:Vandalism,Elmira,NY,,,Swastika and Jewish star spray-painted on concrete wall of public works project.,
4597,7/16/2017,Anti-Semitic Incident:Harassment;White Supremacist Propaganda,Houston,TX,Right Wing (White Supremacist),,Confidential,
4598,7/16/2017,Anti-Semitic Incident:Harassment;White Supremacist Propaganda,The Woodlands,TX,Right Wing (White Supremacist),Vanguard America,"Vanguard America, a neo-Nazi group,taped flyers to the doors, gates, and signs of two different synagogues.",
4212,7/15/2017,Anti-Semitic Incident:Vandalism,NY,NY,,,Confidential,
2131,7/14/2017,Extremist Murder,Samish Island,WA,Right Wing (Other),,"Lane Maurice Davis, 33, a conspiracy theorist and researcher for Milo Yiannopoulos, allegedly killed his father following an argument with his parents over his conspiracy beliefs.",
3518,7/14/2017,Anti-Semitic Incident:Harassment,Watertown,MA,,,Confidential,
3883,7/14/2017,Anti-Semitic Incident:Vandalism,Brigantine City,NJ,,,Confidential,
2237,07/13/2017,White Supremacist Event,Santa Monica,CA,Right Wing (White Supremacist),Multiple groups,"A handful of alt right activists disrupted a meeting of the Santa Monica Committee for Racial Justice.
",
4211,7/13/2017,Anti-Semitic Incident:Vandalism,Brooklyn,NY,,,Confidential,
2748,7/11/2017,Anti-Semitic Incident:Harassment,Glendale,AZ,,,Ongoing anti-Semitic Anti-Semitic Incident: Harassment from neighbor.,
3106,7/11/2017,Anti-Semitic Incident:Vandalism,Southbury,CT,,,Confidential,
3343,7/11/2017,Anti-Semitic Incident:Vandalism,Boise,ID,,,A man was caught on camera drawing harassing graffiti that included a swastika.,
4691,7/11/2017,Anti-Semitic Incident:Harassment,Wisconsin Rapids,WI,,,Confidential,
2926,7/10/2017,Anti-Semitic Incident:Harassment,San Mateo,CA,,,Individual called a called me a 'fucking Jew bitch' by their neighbor after their dog got loose. ,
2927,7/10/2017,Anti-Semitic Incident:Harassment,San Jose,CA,,,"Synagogue received a threatening phone message that included antisemitic slurs,",
3517,7/10/2017,Anti-Semitic Incident:Vandalism,Newton,MA,,,Confidential,
3881,7/10/2017,Anti-Semitic Incident:Vandalism,Lakewood,NJ,,,Two vehicles in a predominantly Jewish neighborhood were set on fire.,
3882,7/10/2017,Anti-Semitic Incident:Vandalism,River Vale Township,NJ,,,Confidential,
4209,7/10/2017,Anti-Semitic Incident:Vandalism,Brooklyn,NY,,,Twenty swastikas were carved in freshly poured concrete.,
4210,7/10/2017,Anti-Semitic Incident:Vandalism,Staten Island,NY,,,"Anti-Semitic Incident: Vandalism at a Jewish camp that included swastikas, a Star of David, and the message ""Hail Satan.""",
2925,7/9/2017,Anti-Semitic Incident:Harassment,Santa Monica,CA,,,Members of the Red Elephants attended Santa Monica's Committee for Racial Justice made anti-Semitic and racist remarks to the attendees.,
3880,7/9/2017,Anti-Semitic Incident:Harassment,Berkeley Township,NJ,,,Confidential,
3516,7/8/2017,Anti-Semitic Incident:Vandalism,Topsfield,MA,,,"Sticker that read: ""Zionist control of America,"" placed on a stop sign.",
3879,7/8/2017,Anti-Semitic Incident:Harassment,Lakewood,NJ,,,Confidential,
4208,7/8/2017,Anti-Semitic Incident:Vandalism,Hicksville,NY,,,Confidential,
4627,7/8/2017,Anti-Semitic Incident:Harassment;White Supremacist Event,Charlottesville,VA,Right Wing (White Supremacist),,Approximately 50 individuals associated with the Loyal White Knights held a rally protesting the removal of a Confederate monument.The protest featured anti-Semitic content.,
4207,7/7/2017,Anti-Semitic Incident:Vandalism,Brookhaven,NY,,,Residents discovered graffiti on their garages and driveways that included swastikas and references to Jews.,
2924,7/5/2017,Anti-Semitic Incident:Vandalism,Oakland,CA,,,Confidential,
3620,7/5/2017,Anti-Semitic Incident:Harassment,Montgomery County,MD,,,Confidential,
4206,7/5/2017,Anti-Semitic Incident:Vandalism,NY,NY,,,Anti-Semitic Incident: Vandalism that included a swastika and a Star of David discovered on a subway platform.,
654,07/04/2017,White Supremacist Propaganda,Connersville,IN,Right Wing (White Supremacist),United Northern and Southern Knights,"United Northern and Southern Knights, a Klan group, posted flyers in Connersville and Fayette County. The flyers read: ""Do these words mean something to you: Integrity, Respect, Freedom: Christian, White, Non-Violent, Worldwide."" They also claimed the group ""is currently recruiting in your area."" ",https://www.adl.org/sites/default/files/styles/max_650x650/public/2018-07/023--Identity-Evropa---our-future-belongs-to-us.jpg?itok=GHvH0bgx
2747,7/4/2017,Anti-Semitic Incident:Vandalism,Phoenix,AZ,,,"Jewish couple returned home to find a swastika and the word ""Jew"" spray painted on their mailbox.",
3059,7/4/2017,Anti-Semitic Incident:Vandalism,Highlands Ranch,CO,,,Confidential,
4205,7/4/2017,Anti-Semitic Incident:Vandalism,NY,NY,,,Woman's mezuzah vandalized.,
1934,07/03/2017,White Supremacist Propaganda,Philadelphia,PA,Right Wing (White Supremacist),The Right Stuff,"The Right Stuff, an alt right group, posted flyers at Drexel University. The flyers read: ""Are you sick of anti-white propaganda in college? You are not alone. Therightstuff.biz""",
2923,7/3/2017,Anti-Semitic Incident:Vandalism,San Francisco,CA,,,Confidential,
3514,7/3/2017,Anti-Semitic Incident:Vandalism,Burlington,MA,,,Confidential,
3515,7/3/2017,Anti-Semitic Incident:Vandalism,Framingham,MA,,,Swastikas discovered drawn inside a tunnel at a playground.,
3878,7/3/2017,Anti-Semitic Incident:Harassment,Lakehurst,NJ,,,Confidential,
4397,7/3/2017,Anti-Semitic Incident:Vandalism,Youngstown,OH,,,Confidential,
4479,7/3/2017,Anti-Semitic Incident:Vandalism,Philadelphia,PA,,,Swastikas were painted on trash cans along a busy stretch of a street in a predominantly Jewish neighborhood.,
3239,7/2/2017,Anti-Semitic Incident:Vandalism,Miami,FL,,,A swastika painted on the side of high-rise apartment building.,
3877,7/2/2017,Anti-Semitic Incident:Vandalism,Lakewood,NJ,,,"White supremacist group, Vanguard America, placed an anti-Semitic banner on a Holocaust memorial that read ""(((Heebs))) will not divide us.""",
4204,7/2/2017,Anti-Semitic Incident:Assault,Brooklyn,NY,,,Confidential,
4596,7/2/2017,Anti-Semitic Incident:Vandalism,Austin,TX,,,Confidential,
199,07/01/2017,White Supremacist Propaganda,Bayou Vista,TX,Right Wing (White Supremacist),Loyal White Knights,"Loyal White Knights, a Klan group, posted flyers in Bayou Vista. The flyers read: ""Love your own race"" and ""Stop homosexuality and race mixing.""",
971,07/01/2017,White Supremacist Event,Gettysburg,PA,Right Wing (White Supremacist),Rebel Brigade Knights,"Several hundred armed individuals, including Klansmen, militia members and members of the Sons of Confederate Veterans, gathered expecting to defend Confederate symbols from far-left activists. The left-wing activists never showed up.",
2485,07/01/2017,White Supremacist Propaganda,Torrance,CA,Right Wing (White Supremacist),Rise Above Movement,"Rise Above Movement, an alt right group, hung a banner in Torrance. It read: ""Secure borders secure future.""",
3513,7/1/2017,Anti-Semitic Incident:Vandalism,Marblehead,MA,,,Anti-Semitic and KKK graffiti was found on the sea wall at Riverhead Beach.,
3873,7/1/2017,Anti-Semitic Incident:Harassment,Lakewood,NJ,,,"White supremacist group, Vanguard America, placed anti-Semitic flyers on the windshields of cars that read ""Thieving Jews.""",
3874,7/1/2017,Anti-Semitic Incident:Harassment,Lakehurst Borough,NJ,,,"Driver reportedly yelled out of car window to individual: ""Get out of here kike!"" ",
3875,7/1/2017,Anti-Semitic Incident:Vandalism,East Brunswick,NJ,,,Swastika spray-painted on tree.,
3876,7/1/2017,Anti-Semitic Incident:Vandalism;White Supremacist Propaganda,Lakehurst,NJ,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, posted anti-Semitic flyers on light poles that read ""Thieving Jews near you"" and displayed three mug shots of Jewish males with bloodandsoil.org at the bottom of the flyer.",
4704,7/1/2017,Anti-Semitic Incident:Vandalism,Village of Arcade,WY,,,Four boys spray-painted swastikas and racist messages on cars.,
3511,6/30/2017,Anti-Semitic Incident:Harassment;White Supremacist Propaganda,Attleboro,MA,Right Wing (White Supremacist),,"Knights Party, a Klan group, distributed copies of their anti-Semitic newspaper, ""The Crusader,"" to residential homes.",
3512,6/30/2017,Anti-Semitic Incident:Harassment,Marblehead,MA,,,Anti-Semitic graffiti found at Marblehead Neck causeway.,
3872,6/30/2017,Anti-Semitic Incident:Vandalism,Madison,NJ,,,Confidential,
2922,6/29/2017,Anti-Semitic Incident:Harassment,San Francisco,CA,,,Man received threatening email from a former colleague that included anti-Semitic language and imagery.,
3141,6/29/2017,Anti-Semitic Incident:Harassment,Washington,DC,,,Jewish and non-Jewish residents in a neighborhood found anti-Semitic and white supremacist flyers dropped at their houses.,
3510,6/29/2017,Anti-Semitic Incident:Vandalism,Boston,MA,,,A man threw a rock through a glass panel at the New England Holocaust Memorial.,
4202,6/29/2017,Anti-Semitic Incident:Vandalism,Brooklyn,NY,,,Anti-Semitic symbols and other racist rhetoric drawn in a public park bathroom.,
4203,6/29/2017,Anti-Semitic Incident:Vandalism,Fire Island,NY,,,Confidential,
4690,6/29/2017,Anti-Semitic Incident:Vandalism,Monona,WI,,,Two people responsible for spray-painting several buildings with anti-Semitic and race-related markings.,
4200,6/28/2017,Anti-Semitic Incident:Vandalism,Vestal,NY,,,"A Jewish student found a swastika and the white supremacist hate symbol, 14/88, drawn in the library at Binghamton University.",
4201,6/28/2017,Anti-Semitic Incident:Vandalism,Queens,NY,,,"A sign at JFK airport was vandalized to read: ""Any problem with Jews please call...""",
3238,6/27/2017,Anti-Semitic Incident:Harassment,Orlando,FL,,,Jewish building manager harassed by tenant who called building owner degrading Jewish stereotype.,
4199,6/27/2017,Anti-Semitic Incident:Vandalism,Port Washington,NY,,,Confidential,
4478,6/27/2017,Anti-Semitic Incident:Harassment,Elkins Park,PA,,,Confidential,
2921,6/26/2017,Anti-Semitic Incident:Harassment,Grass Valley,CA,,,A man experienced long-term anti-Semitic Anti-Semitic Incident: Harassment on social media and via email.,
4198,6/26/2017,Anti-Semitic Incident:Vandalism,Brooklyn,NY,,,Known local school bus with Jewish iconography set ablaze in arson attack.,
4626,6/26/2017,Anti-Semitic Incident:Harassment,Richmond,VA,,,Confidential,
1127,06/25/2017,White Supremacist Event,Huntington Beach,CA,Right Wing (White Supremacist),,Individuals associated with the alt-right joined a MAGA rally.,
3140,6/25/2017,Anti-Semitic Incident:Harassment,Washington,DC,,,"Alt-right, alt-light, and white supremacist rallies held that included blatant anti-Semitic rhetoric.",
4197,6/25/2017,Anti-Semitic Incident:Vandalism,Bloomingburg,NY,,,A Jewish ritual bath was vandalized with swastika graffiti.,
1039,06/24/2017,White Supremacist Event,Harrison,AR,Right Wing (White Supremacist),Multiple groups,"Approximately 34 individuals associated with the Shield Wall Network, the League of the South and the Knights Party rallied in opposition to a gay pride parade and ""Diversity Fest.""",
2920,6/24/2017,Anti-Semitic Incident:Vandalism,Alameda,CA,,,Anti-Semitic graffiti found at elementary school.,
3370,6/24/2017,Anti-Semitic Incident:Harassment,Chicago,IL,,,Participants carrying pride flags with the Jewish Star of David on it at the Chicago Dyke March were asked by the march's organizers to leave because the organizers felt threatened by the flag.,
3871,6/24/2017,Anti-Semitic Incident:Vandalism,Howell,NJ,,,Confidential,
2016,06/23/2017,White Supremacist Propaganda,Purvis,MS,Right Wing (White Supremacist),American Christian Knights,"American Christian Knights, a Klan group, posted pro-Trump recruitment flyers in Purvis.",
2654,06/23/2017,White Supremacist Event,Wetumpka,AL,Right Wing (White Supremacist),League of the South,The League of the South held a private conference.,
2918,6/23/2017,Anti-Semitic Incident:Harassment,Costa Mesa,CA,,,Imam at a mosque made anti-Semitic conspiracy claims about Israel and the Jews.,
2919,6/23/2017,Anti-Semitic Incident:Harassment,San Francisco,CA,,,A Jewish man was verbally harassed with anti-Semitic epithets.,
3744,6/23/2017,Anti-Semitic Incident:Vandalism,Omaha,NE,,,Card with swastika and links to anti-Semitic websites left on driver-side window of a vehicle.,
3870,6/23/2017,Anti-Semitic Incident:Harassment,Evesham Township,NJ,,,Confidential,
4196,6/23/2017,Anti-Semitic Incident:Vandalism,Queens,NY,,,Confidential,
2917,6/22/2017,Anti-Semitic Incident:Harassment,Sunnyvale,CA,,,"Two individuals held a sign saying ""the Holocaust is a lie,"" on an overpass of a highway.",
3058,6/22/2017,Anti-Semitic Incident:Harassment,Idaho Springs,CO,,,A woman experienced online anti-Semitic Anti-Semitic Incident: Harassment.,
3105,6/22/2017,Anti-Semitic Incident:Harassment,Trumbull,CT,,,Confidential,
3743,6/22/2017,Anti-Semitic Incident:Vandalism,Omaha,NE,,,Confidential,
3869,6/22/2017,Anti-Semitic Incident:Vandalism,East Brunswick,NJ,,,Confidential,
4195,6/22/2017,Anti-Semitic Incident:Vandalism,NY,NY,,,Confidential,
4689,6/22/2017,Anti-Semitic Incident:Vandalism,Sheboygan,WI,,,Confidential,
1625,06/21/2017,White Supremacist Propaganda,Missoula,MT,Right Wing (White Supremacist),Identity Evropa,"Identity Evropa, an alt right group, posted flyers at the University of Montana. The flyers read: ""Let's Become Great Again"" and ""Only We Can Be Us.""",
2315,06/21/2017,White Supremacist Propaganda,Southampton,NY,Right Wing (White Supremacist),Loyal White Knights,"Loyal White Knights, a Klan group, posted flyers in Southampton. The flyers read: ""You aren't the only one at the end of your rope. Say no to drugs.""",https://www.adl.org/sites/default/files/styles/max_325x325/public/2018-07/058--Vanguard-America---reclaim-america.jpg?itok=30li3ZM9
3369,6/21/2017,Anti-Semitic Incident:Vandalism,Bridgeview,IL,,,Explicit and anti-Semitic language found in restroom of a government building.,
4595,6/21/2017,Anti-Semitic Incident:Harassment,Houston,TX,,,Confidential,
4624,6/21/2017,Anti-Semitic Incident:Vandalism,Roanoke,VA,,,Confidential,
4625,6/21/2017,Anti-Semitic Incident:Vandalism,Roanoke,VA,,,Confidential,
4688,6/21/2017,Anti-Semitic Incident:Vandalism,Sheboygan,WI,,,Anti-Semitic graffiti found on the side of a home's garage.,
124,06/20/2017,White Supremacist Propaganda,Atlanta,GA,Right Wing (White Supremacist),Identity Evropa,"Identity Evropa, an alt right group, hung a banner from Jackson Street Bridge in Atlanta. It read: ""You will not replace us. End immigration now.""",
2915,6/20/2017,Anti-Semitic Incident:Harassment,Carmichael,CA,,,Anti-Semitic and white supremacist sign posted at a local synagogue over Shabbat.,
2916,6/20/2017,Anti-Semitic Incident:Harassment,Sunnyvale,CA,,,Holocaust denial posters found posted a strip mall and near a Jewish day school.,
3104,6/20/2017,Anti-Semitic Incident:Vandalism,Ridgefield,CT,,,Confidential,
3619,6/20/2017,Anti-Semitic Incident:Harassment,Bel Air,MD,,,Anti-Semitic and racist flyers distributed throughout a residential neighborhood.,
3868,6/20/2017,Anti-Semitic Incident:Vandalism,Mansfield Township,NJ,,,Swastika drawings discovered on electrical box.,
484,6/19/2017,Extremist Murder,Century Correctional Institution,FL,Right Wing (White Supremacist),,"Florida prison inmate Robert Hunt, 26, murdered an African-American fellow inmate. In a wrongful death suit, his murder victim's family claimed Hunt had a reputation as a white supremacist.",
952,06/19/2017,White Supremacist Event,Gainesville,FL,Right Wing (White Supremacist),Multiple groups,Several white supremacist groups joined protests against the removal of Confederate monuments.,
1632,06/19/2017,White Supremacist Propaganda,Mobile,AL,Right Wing (White Supremacist),American Christian Knights,"American Christian Knights, a Klan group, posted flyers in Mobile. The flyers read: ""Sleep well tonight knowing that the Klan is alert and awake."" The group also distributed flyers warning: ""Wake up, Whitey!""",
1798,06/19/2017,White Supremacist Propaganda,Northville,NY,Right Wing (White Supremacist),Loyal White Knights,"Loyal White Knights, a Klan group, posted flyers in Northville. The flyers promoted a Loyal White Knights rally in Charlottesville, Virginia.",
